Plot Title: Out 2,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10675250, SEN S/N: 10675250, LBL: T°C)","Intensity, Lux (LGR S/N: 10675250, SEN S/N: 10675250, LBL: Lumens)"
614,11/27/18 07:13:00 PM,28.357,0
615,11/27/18 07:14:00 PM,28.357,0
616,11/27/18 07:15:00 PM,28.357,0
617,11/27/18 07:16:00 PM,28.357,0
618,11/27/18 07:17:00 PM,28.357,0
619,11/27/18 07:18:00 PM,28.258,0
620,11/27/18 07:19:00 PM,28.258,0
621,11/27/18 07:20:00 PM,28.258,0
622,11/27/18 07:21:00 PM,28.258,0
623,11/27/18 07:22:00 PM,28.258,0
624,11/27/18 07:23:00 PM,28.258,0
625,11/27/18 07:24:00 PM,28.258,0
626,11/27/18 07:25:00 PM,28.159,0
627,11/27/18 07:26:00 PM,28.159,0
628,11/27/18 07:27:00 PM,28.159,0
629,11/27/18 07:28:00 PM,28.159,0
630,11/27/18 07:29:00 PM,28.159,0
631,11/27/18 07:30:00 PM,28.159,0
632,11/27/18 07:31:00 PM,28.159,0
633,11/27/18 07:32:00 PM,28.159,0
634,11/27/18 07:33:00 PM,28.06,0
635,11/27/18 07:34:00 PM,28.06,0
636,11/27/18 07:35:00 PM,28.06,0
637,11/27/18 07:36:00 PM,28.06,0
638,11/27/18 07:37:00 PM,28.06,0
639,11/27/18 07:38:00 PM,28.06,0
640,11/27/18 07:39:00 PM,28.06,0
641,11/27/18 07:40:00 PM,28.06,0
642,11/27/18 07:41:00 PM,28.06,0
643,11/27/18 07:42:00 PM,28.06,0
644,11/27/18 07:43:00 PM,27.961,0
645,11/27/18 07:44:00 PM,27.961,0
646,11/27/18 07:45:00 PM,27.961,0
647,11/27/18 07:46:00 PM,27.961,0
648,11/27/18 07:47:00 PM,27.961,0
649,11/27/18 07:48:00 PM,27.961,0
650,11/27/18 07:49:00 PM,27.961,0
651,11/27/18 07:50:00 PM,27.862,0
652,11/27/18 07:51:00 PM,27.862,0
653,11/27/18 07:52:00 PM,27.862,0
654,11/27/18 07:53:00 PM,27.862,0
655,11/27/18 07:54:00 PM,27.862,0
656,11/27/18 07:55:00 PM,27.862,0
657,11/27/18 07:56:00 PM,27.862,0
658,11/27/18 07:57:00 PM,27.862,0
659,11/27/18 07:58:00 PM,27.764,0
660,11/27/18 07:59:00 PM,27.764,0
661,11/27/18 08:00:00 PM,27.764,0
662,11/27/18 08:01:00 PM,27.764,0
663,11/27/18 08:02:00 PM,27.764,0
664,11/27/18 08:03:00 PM,27.764,0
665,11/27/18 08:04:00 PM,27.764,0
666,11/27/18 08:05:00 PM,27.665,0
667,11/27/18 08:06:00 PM,27.665,0
668,11/27/18 08:07:00 PM,27.665,0
669,11/27/18 08:08:00 PM,27.665,0
670,11/27/18 08:09:00 PM,27.665,0
671,11/27/18 08:10:00 PM,27.665,0
672,11/27/18 08:11:00 PM,27.665,0
673,11/27/18 08:12:00 PM,27.665,0
674,11/27/18 08:13:00 PM,27.567,0
675,11/27/18 08:14:00 PM,27.567,0
676,11/27/18 08:15:00 PM,27.567,0
677,11/27/18 08:16:00 PM,27.567,0
678,11/27/18 08:17:00 PM,27.567,0
679,11/27/18 08:18:00 PM,27.567,0
680,11/27/18 08:19:00 PM,27.567,0
681,11/27/18 08:20:00 PM,27.567,0
682,11/27/18 08:21:00 PM,27.567,0
683,11/27/18 08:22:00 PM,27.567,0
684,11/27/18 08:23:00 PM,27.567,0
685,11/27/18 08:24:00 PM,27.468,0
686,11/27/18 08:25:00 PM,27.468,0
687,11/27/18 08:26:00 PM,27.468,0
688,11/27/18 08:27:00 PM,27.468,0
689,11/27/18 08:28:00 PM,27.468,0
690,11/27/18 08:29:00 PM,27.468,0
691,11/27/18 08:30:00 PM,27.468,0
692,11/27/18 08:31:00 PM,27.468,0
693,11/27/18 08:32:00 PM,27.468,0
694,11/27/18 08:33:00 PM,27.37,0
695,11/27/18 08:34:00 PM,27.37,0
696,11/27/18 08:35:00 PM,27.37,0
697,11/27/18 08:36:00 PM,27.37,0
698,11/27/18 08:37:00 PM,27.37,0
699,11/27/18 08:38:00 PM,27.37,0
700,11/27/18 08:39:00 PM,27.37,0
701,11/27/18 08:40:00 PM,27.37,0
702,11/27/18 08:41:00 PM,27.37,0
703,11/27/18 08:42:00 PM,27.37,0
704,11/27/18 08:43:00 PM,27.272,0
705,11/27/18 08:44:00 PM,27.272,0
706,11/27/18 08:45:00 PM,27.272,0
707,11/27/18 08:46:00 PM,27.272,0
708,11/27/18 08:47:00 PM,27.272,0
709,11/27/18 08:48:00 PM,27.272,0
710,11/27/18 08:49:00 PM,27.272,0
711,11/27/18 08:50:00 PM,27.272,0
712,11/27/18 08:51:00 PM,27.272,0
713,11/27/18 08:52:00 PM,27.173,0
714,11/27/18 08:53:00 PM,27.173,0
715,11/27/18 08:54:00 PM,27.173,0
716,11/27/18 08:55:00 PM,27.173,0
717,11/27/18 08:56:00 PM,27.173,0
718,11/27/18 08:57:00 PM,27.173,0
719,11/27/18 08:58:00 PM,27.173,0
720,11/27/18 08:59:00 PM,27.173,0
721,11/27/18 09:00:00 PM,27.173,0
722,11/27/18 09:01:00 PM,27.173,0
723,11/27/18 09:02:00 PM,27.075,0
724,11/27/18 09:03:00 PM,27.075,0
725,11/27/18 09:04:00 PM,27.075,0
726,11/27/18 09:05:00 PM,27.075,0
727,11/27/18 09:06:00 PM,27.075,0
728,11/27/18 09:07:00 PM,27.075,0
729,11/27/18 09:08:00 PM,27.075,0
730,11/27/18 09:09:00 PM,27.075,0
731,11/27/18 09:10:00 PM,27.075,0
732,11/27/18 09:11:00 PM,27.075,0
733,11/27/18 09:12:00 PM,27.075,0
734,11/27/18 09:13:00 PM,26.977,0
735,11/27/18 09:14:00 PM,26.977,0
736,11/27/18 09:15:00 PM,26.977,0
737,11/27/18 09:16:00 PM,26.977,0
738,11/27/18 09:17:00 PM,26.977,0
739,11/27/18 09:18:00 PM,26.977,0
740,11/27/18 09:19:00 PM,26.977,0
741,11/27/18 09:20:00 PM,26.977,0
742,11/27/18 09:21:00 PM,26.977,0
743,11/27/18 09:22:00 PM,26.977,0
744,11/27/18 09:23:00 PM,26.977,0
745,11/27/18 09:24:00 PM,26.977,0
746,11/27/18 09:25:00 PM,26.879,0
747,11/27/18 09:26:00 PM,26.879,0
748,11/27/18 09:27:00 PM,26.879,0
749,11/27/18 09:28:00 PM,26.879,0
750,11/27/18 09:29:00 PM,26.879,0
751,11/27/18 09:30:00 PM,26.879,0
752,11/27/18 09:31:00 PM,26.879,0
753,11/27/18 09:32:00 PM,26.879,0
754,11/27/18 09:33:00 PM,26.879,0
755,11/27/18 09:34:00 PM,26.879,0
756,11/27/18 09:35:00 PM,26.781,0
757,11/27/18 09:36:00 PM,26.781,0
758,11/27/18 09:37:00 PM,26.781,0
759,11/27/18 09:38:00 PM,26.781,0
760,11/27/18 09:39:00 PM,26.781,0
761,11/27/18 09:40:00 PM,26.781,0
762,11/27/18 09:41:00 PM,26.781,0
763,11/27/18 09:42:00 PM,26.781,0
764,11/27/18 09:43:00 PM,26.781,0
765,11/27/18 09:44:00 PM,26.781,0
766,11/27/18 09:45:00 PM,26.781,0
767,11/27/18 09:46:00 PM,26.781,0
768,11/27/18 09:47:00 PM,26.781,0
769,11/27/18 09:48:00 PM,26.781,0
770,11/27/18 09:49:00 PM,26.683,0
771,11/27/18 09:50:00 PM,26.683,0
772,11/27/18 09:51:00 PM,26.683,0
773,11/27/18 09:52:00 PM,26.683,0
774,11/27/18 09:53:00 PM,26.683,0
775,11/27/18 09:54:00 PM,26.683,0
776,11/27/18 09:55:00 PM,26.683,0
777,11/27/18 09:56:00 PM,26.683,0
778,11/27/18 09:57:00 PM,26.683,0
779,11/27/18 09:58:00 PM,26.683,0
780,11/27/18 09:59:00 PM,26.683,0
781,11/27/18 10:00:00 PM,26.683,0
782,11/27/18 10:01:00 PM,26.683,0
783,11/27/18 10:02:00 PM,26.683,0
784,11/27/18 10:03:00 PM,26.683,0
785,11/27/18 10:04:00 PM,26.585,0
786,11/27/18 10:05:00 PM,26.683,0
787,11/27/18 10:06:00 PM,26.585,0
788,11/27/18 10:07:00 PM,26.585,0
789,11/27/18 10:08:00 PM,26.585,0
790,11/27/18 10:09:00 PM,26.585,0
791,11/27/18 10:10:00 PM,26.585,0
792,11/27/18 10:11:00 PM,26.585,0
793,11/27/18 10:12:00 PM,26.585,0
794,11/27/18 10:13:00 PM,26.585,0
795,11/27/18 10:14:00 PM,26.585,0
796,11/27/18 10:15:00 PM,26.585,0
797,11/27/18 10:16:00 PM,26.585,0
798,11/27/18 10:17:00 PM,26.585,0
799,11/27/18 10:18:00 PM,26.585,0
800,11/27/18 10:19:00 PM,26.585,0
801,11/27/18 10:20:00 PM,26.585,0
802,11/27/18 10:21:00 PM,26.585,0
803,11/27/18 10:22:00 PM,26.488,0
804,11/27/18 10:23:00 PM,26.488,0
805,11/27/18 10:24:00 PM,26.488,0
806,11/27/18 10:25:00 PM,26.488,0
807,11/27/18 10:26:00 PM,26.488,0
808,11/27/18 10:27:00 PM,26.488,0
809,11/27/18 10:28:00 PM,26.488,0
810,11/27/18 10:29:00 PM,26.488,0
811,11/27/18 10:30:00 PM,26.488,0
812,11/27/18 10:31:00 PM,26.488,0
813,11/27/18 10:32:00 PM,26.488,0
814,11/27/18 10:33:00 PM,26.488,0
815,11/27/18 10:34:00 PM,26.488,0
816,11/27/18 10:35:00 PM,26.488,0
817,11/27/18 10:36:00 PM,26.488,0
818,11/27/18 10:37:00 PM,26.488,0
819,11/27/18 10:38:00 PM,26.488,0
820,11/27/18 10:39:00 PM,26.488,0
821,11/27/18 10:40:00 PM,26.488,0
822,11/27/18 10:41:00 PM,26.488,0
823,11/27/18 10:42:00 PM,26.39,0
824,11/27/18 10:43:00 PM,26.488,0
825,11/27/18 10:44:00 PM,26.39,0
826,11/27/18 10:45:00 PM,26.39,0
827,11/27/18 10:46:00 PM,26.39,0
828,11/27/18 10:47:00 PM,26.39,0
829,11/27/18 10:48:00 PM,26.39,0
830,11/27/18 10:49:00 PM,26.39,0
831,11/27/18 10:50:00 PM,26.39,0
832,11/27/18 10:51:00 PM,26.39,0
833,11/27/18 10:52:00 PM,26.39,0
834,11/27/18 10:53:00 PM,26.39,0
835,11/27/18 10:54:00 PM,26.39,0
836,11/27/18 10:55:00 PM,26.39,0
837,11/27/18 10:56:00 PM,26.39,0
838,11/27/18 10:57:00 PM,26.39,0
839,11/27/18 10:58:00 PM,26.39,0
840,11/27/18 10:59:00 PM,26.39,0
841,11/27/18 11:00:00 PM,26.39,0
842,11/27/18 11:01:00 PM,26.39,0
843,11/27/18 11:02:00 PM,26.39,0
844,11/27/18 11:03:00 PM,26.39,0
845,11/27/18 11:04:00 PM,26.39,0
846,11/27/18 11:05:00 PM,26.39,0
847,11/27/18 11:06:00 PM,26.292,0
848,11/27/18 11:07:00 PM,26.292,0
849,11/27/18 11:08:00 PM,26.292,0
850,11/27/18 11:09:00 PM,26.292,0
851,11/27/18 11:10:00 PM,26.292,0
852,11/27/18 11:11:00 PM,26.292,0
853,11/27/18 11:12:00 PM,26.292,0
854,11/27/18 11:13:00 PM,26.292,0
855,11/27/18 11:14:00 PM,26.292,0
856,11/27/18 11:15:00 PM,26.292,0
857,11/27/18 11:16:00 PM,26.292,0
858,11/27/18 11:17:00 PM,26.292,0
859,11/27/18 11:18:00 PM,26.292,0
860,11/27/18 11:19:00 PM,26.292,0
861,11/27/18 11:20:00 PM,26.292,0
862,11/27/18 11:21:00 PM,26.292,0
863,11/27/18 11:22:00 PM,26.292,0
864,11/27/18 11:23:00 PM,26.292,0
865,11/27/18 11:24:00 PM,26.292,0
866,11/27/18 11:25:00 PM,26.292,0
867,11/27/18 11:26:00 PM,26.292,0
868,11/27/18 11:27:00 PM,26.292,0
869,11/27/18 11:28:00 PM,26.195,0
870,11/27/18 11:29:00 PM,26.292,0
871,11/27/18 11:30:00 PM,26.195,0
872,11/27/18 11:31:00 PM,26.195,0
873,11/27/18 11:32:00 PM,26.195,0
874,11/27/18 11:33:00 PM,26.195,0
875,11/27/18 11:34:00 PM,26.195,0
876,11/27/18 11:35:00 PM,26.195,0
877,11/27/18 11:36:00 PM,26.195,0
878,11/27/18 11:37:00 PM,26.195,0
879,11/27/18 11:38:00 PM,26.195,0
880,11/27/18 11:39:00 PM,26.195,0
881,11/27/18 11:40:00 PM,26.195,0
882,11/27/18 11:41:00 PM,26.195,0
883,11/27/18 11:42:00 PM,26.195,0
884,11/27/18 11:43:00 PM,26.195,0
885,11/27/18 11:44:00 PM,26.195,0
886,11/27/18 11:45:00 PM,26.195,0
887,11/27/18 11:46:00 PM,26.195,0
888,11/27/18 11:47:00 PM,26.195,0
889,11/27/18 11:48:00 PM,26.195,0
890,11/27/18 11:49:00 PM,26.195,0
891,11/27/18 11:50:00 PM,26.195,0
892,11/27/18 11:51:00 PM,26.195,0
893,11/27/18 11:52:00 PM,26.195,0
894,11/27/18 11:53:00 PM,26.195,0
895,11/27/18 11:54:00 PM,26.097,0
896,11/27/18 11:55:00 PM,26.097,0
897,11/27/18 11:56:00 PM,26.195,0
898,11/27/18 11:57:00 PM,26.097,0
899,11/27/18 11:58:00 PM,26.097,0
900,11/27/18 11:59:00 PM,26.097,0
901,11/28/18 12:00:00 AM,26.097,0
902,11/28/18 12:01:00 AM,26.097,0
903,11/28/18 12:02:00 AM,26.097,0
904,11/28/18 12:03:00 AM,26.097,0
905,11/28/18 12:04:00 AM,26.097,0
906,11/28/18 12:05:00 AM,26.097,0
907,11/28/18 12:06:00 AM,26.097,0
908,11/28/18 12:07:00 AM,26.097,0
909,11/28/18 12:08:00 AM,26.097,0
910,11/28/18 12:09:00 AM,26.097,0
911,11/28/18 12:10:00 AM,26.097,0
912,11/28/18 12:11:00 AM,26.097,0
913,11/28/18 12:12:00 AM,26.097,0
914,11/28/18 12:13:00 AM,26.097,0
915,11/28/18 12:14:00 AM,26.097,0
916,11/28/18 12:15:00 AM,26.097,0
917,11/28/18 12:16:00 AM,26.097,0
918,11/28/18 12:17:00 AM,26.097,0
919,11/28/18 12:18:00 AM,26.097,0
920,11/28/18 12:19:00 AM,26.097,0
921,11/28/18 12:20:00 AM,26.097,0
922,11/28/18 12:21:00 AM,26.097,0
923,11/28/18 12:22:00 AM,26.097,0
924,11/28/18 12:23:00 AM,26,0
925,11/28/18 12:24:00 AM,26,0
926,11/28/18 12:25:00 AM,26,0
927,11/28/18 12:26:00 AM,26,0
928,11/28/18 12:27:00 AM,26,0
929,11/28/18 12:28:00 AM,26,0
930,11/28/18 12:29:00 AM,26,0
931,11/28/18 12:30:00 AM,26,0
932,11/28/18 12:31:00 AM,26,0
933,11/28/18 12:32:00 AM,26,0
934,11/28/18 12:33:00 AM,26,0
935,11/28/18 12:34:00 AM,26,0
936,11/28/18 12:35:00 AM,26,0
937,11/28/18 12:36:00 AM,26,0
938,11/28/18 12:37:00 AM,26,0
939,11/28/18 12:38:00 AM,26,0
940,11/28/18 12:39:00 AM,26,0
941,11/28/18 12:40:00 AM,26,0
942,11/28/18 12:41:00 AM,26,0
943,11/28/18 12:42:00 AM,26,0
944,11/28/18 12:43:00 AM,26,0
945,11/28/18 12:44:00 AM,26,0
946,11/28/18 12:45:00 AM,26,0
947,11/28/18 12:46:00 AM,26,0
948,11/28/18 12:47:00 AM,26,0
949,11/28/18 12:48:00 AM,26,0
950,11/28/18 12:49:00 AM,26,0
951,11/28/18 12:50:00 AM,26,0
952,11/28/18 12:51:00 AM,25.902,0
953,11/28/18 12:52:00 AM,25.902,0
954,11/28/18 12:53:00 AM,25.902,0
955,11/28/18 12:54:00 AM,25.902,0
956,11/28/18 12:55:00 AM,25.902,0
957,11/28/18 12:56:00 AM,25.902,0
958,11/28/18 12:57:00 AM,25.902,0
959,11/28/18 12:58:00 AM,25.902,0
960,11/28/18 12:59:00 AM,25.902,0
961,11/28/18 01:00:00 AM,25.902,0
962,11/28/18 01:01:00 AM,25.902,0
963,11/28/18 01:02:00 AM,25.902,0
964,11/28/18 01:03:00 AM,25.902,0
965,11/28/18 01:04:00 AM,25.902,0
966,11/28/18 01:05:00 AM,25.902,0
967,11/28/18 01:06:00 AM,25.902,0
968,11/28/18 01:07:00 AM,25.902,0
969,11/28/18 01:08:00 AM,25.902,0
970,11/28/18 01:09:00 AM,25.902,0
971,11/28/18 01:10:00 AM,25.902,0
972,11/28/18 01:11:00 AM,25.902,0
973,11/28/18 01:12:00 AM,25.902,0
974,11/28/18 01:13:00 AM,25.902,0
975,11/28/18 01:14:00 AM,25.902,0
976,11/28/18 01:15:00 AM,25.902,0
977,11/28/18 01:16:00 AM,25.902,0
978,11/28/18 01:17:00 AM,25.805,0
979,11/28/18 01:18:00 AM,25.902,0
980,11/28/18 01:19:00 AM,25.805,0
981,11/28/18 01:20:00 AM,25.902,0
982,11/28/18 01:21:00 AM,25.805,0
983,11/28/18 01:22:00 AM,25.805,0
984,11/28/18 01:23:00 AM,25.805,0
985,11/28/18 01:24:00 AM,25.805,0
986,11/28/18 01:25:00 AM,25.805,0
987,11/28/18 01:26:00 AM,25.805,0
988,11/28/18 01:27:00 AM,25.805,0
989,11/28/18 01:28:00 AM,25.805,0
990,11/28/18 01:29:00 AM,25.805,0
991,11/28/18 01:30:00 AM,25.805,0
992,11/28/18 01:31:00 AM,25.805,0
993,11/28/18 01:32:00 AM,25.805,0
994,11/28/18 01:33:00 AM,25.805,0
995,11/28/18 01:34:00 AM,25.805,0
996,11/28/18 01:35:00 AM,25.805,0
997,11/28/18 01:36:00 AM,25.805,0
998,11/28/18 01:37:00 AM,25.805,0
999,11/28/18 01:38:00 AM,25.805,0
1000,11/28/18 01:39:00 AM,25.805,0
1001,11/28/18 01:40:00 AM,25.805,0
1002,11/28/18 01:41:00 AM,25.805,0
1003,11/28/18 01:42:00 AM,25.805,0
1004,11/28/18 01:43:00 AM,25.805,0
1005,11/28/18 01:44:00 AM,25.805,0
1006,11/28/18 01:45:00 AM,25.805,0
1007,11/28/18 01:46:00 AM,25.805,0
1008,11/28/18 01:47:00 AM,25.708,0
1009,11/28/18 01:48:00 AM,25.805,0
1010,11/28/18 01:49:00 AM,25.708,0
1011,11/28/18 01:50:00 AM,25.708,0
1012,11/28/18 01:51:00 AM,25.708,0
1013,11/28/18 01:52:00 AM,25.708,0
1014,11/28/18 01:53:00 AM,25.708,0
1015,11/28/18 01:54:00 AM,25.708,0
1016,11/28/18 01:55:00 AM,25.708,0
1017,11/28/18 01:56:00 AM,25.708,0
1018,11/28/18 01:57:00 AM,25.708,0
1019,11/28/18 01:58:00 AM,25.708,0
1020,11/28/18 01:59:00 AM,25.708,0
1021,11/28/18 02:00:00 AM,25.708,0
1022,11/28/18 02:01:00 AM,25.708,0
1023,11/28/18 02:02:00 AM,25.708,0
1024,11/28/18 02:03:00 AM,25.708,0
1025,11/28/18 02:04:00 AM,25.708,0
1026,11/28/18 02:05:00 AM,25.708,0
1027,11/28/18 02:06:00 AM,25.708,0
1028,11/28/18 02:07:00 AM,25.708,0
1029,11/28/18 02:08:00 AM,25.708,0
1030,11/28/18 02:09:00 AM,25.708,0
1031,11/28/18 02:10:00 AM,25.708,0
1032,11/28/18 02:11:00 AM,25.708,0
1033,11/28/18 02:12:00 AM,25.708,0
1034,11/28/18 02:13:00 AM,25.708,0
1035,11/28/18 02:14:00 AM,25.708,0
1036,11/28/18 02:15:00 AM,25.708,0
1037,11/28/18 02:16:00 AM,25.708,0
1038,11/28/18 02:17:00 AM,25.708,0
1039,11/28/18 02:18:00 AM,25.708,0
1040,11/28/18 02:19:00 AM,25.708,0
1041,11/28/18 02:20:00 AM,25.708,0
1042,11/28/18 02:21:00 AM,25.708,0
1043,11/28/18 02:22:00 AM,25.708,0
1044,11/28/18 02:23:00 AM,25.61,0
1045,11/28/18 02:24:00 AM,25.61,0
1046,11/28/18 02:25:00 AM,25.708,0
1047,11/28/18 02:26:00 AM,25.61,0
1048,11/28/18 02:27:00 AM,25.61,0
1049,11/28/18 02:28:00 AM,25.61,0
1050,11/28/18 02:29:00 AM,25.61,0
1051,11/28/18 02:30:00 AM,25.61,0
1052,11/28/18 02:31:00 AM,25.61,0
1053,11/28/18 02:32:00 AM,25.61,0
1054,11/28/18 02:33:00 AM,25.61,0
1055,11/28/18 02:34:00 AM,25.61,0
1056,11/28/18 02:35:00 AM,25.61,0
1057,11/28/18 02:36:00 AM,25.61,0
1058,11/28/18 02:37:00 AM,25.61,0
1059,11/28/18 02:38:00 AM,25.61,0
1060,11/28/18 02:39:00 AM,25.61,0
1061,11/28/18 02:40:00 AM,25.61,0
1062,11/28/18 02:41:00 AM,25.61,0
1063,11/28/18 02:42:00 AM,25.61,0
1064,11/28/18 02:43:00 AM,25.61,0
1065,11/28/18 02:44:00 AM,25.61,0
1066,11/28/18 02:45:00 AM,25.61,0
1067,11/28/18 02:46:00 AM,25.61,0
1068,11/28/18 02:47:00 AM,25.61,0
1069,11/28/18 02:48:00 AM,25.61,0
1070,11/28/18 02:49:00 AM,25.61,0
1071,11/28/18 02:50:00 AM,25.61,0
1072,11/28/18 02:51:00 AM,25.513,0
1073,11/28/18 02:52:00 AM,25.513,0
1074,11/28/18 02:53:00 AM,25.513,0
1075,11/28/18 02:54:00 AM,25.513,0
1076,11/28/18 02:55:00 AM,25.513,0
1077,11/28/18 02:56:00 AM,25.513,0
1078,11/28/18 02:57:00 AM,25.513,0
1079,11/28/18 02:58:00 AM,25.513,0
1080,11/28/18 02:59:00 AM,25.513,0
1081,11/28/18 03:00:00 AM,25.513,0
1082,11/28/18 03:01:00 AM,25.513,0
1083,11/28/18 03:02:00 AM,25.513,0
1084,11/28/18 03:03:00 AM,25.513,0
1085,11/28/18 03:04:00 AM,25.513,0
1086,11/28/18 03:05:00 AM,25.513,0
1087,11/28/18 03:06:00 AM,25.513,0
1088,11/28/18 03:07:00 AM,25.513,0
1089,11/28/18 03:08:00 AM,25.513,0
1090,11/28/18 03:09:00 AM,25.513,0
1091,11/28/18 03:10:00 AM,25.513,0
1092,11/28/18 03:11:00 AM,25.513,0
1093,11/28/18 03:12:00 AM,25.513,0
1094,11/28/18 03:13:00 AM,25.513,0
1095,11/28/18 03:14:00 AM,25.513,0
1096,11/28/18 03:15:00 AM,25.513,0
1097,11/28/18 03:16:00 AM,25.513,0
1098,11/28/18 03:17:00 AM,25.513,0
1099,11/28/18 03:18:00 AM,25.513,0
1100,11/28/18 03:19:00 AM,25.513,0
1101,11/28/18 03:20:00 AM,25.513,0
1102,11/28/18 03:21:00 AM,25.416,0
1103,11/28/18 03:22:00 AM,25.416,0
1104,11/28/18 03:23:00 AM,25.416,0
1105,11/28/18 03:24:00 AM,25.416,0
1106,11/28/18 03:25:00 AM,25.416,0
1107,11/28/18 03:26:00 AM,25.416,0
1108,11/28/18 03:27:00 AM,25.416,0
1109,11/28/18 03:28:00 AM,25.416,0
1110,11/28/18 03:29:00 AM,25.416,0
1111,11/28/18 03:30:00 AM,25.416,0
1112,11/28/18 03:31:00 AM,25.416,0
1113,11/28/18 03:32:00 AM,25.416,0
1114,11/28/18 03:33:00 AM,25.416,0
1115,11/28/18 03:34:00 AM,25.416,0
1116,11/28/18 03:35:00 AM,25.416,0
1117,11/28/18 03:36:00 AM,25.416,0
1118,11/28/18 03:37:00 AM,25.416,0
1119,11/28/18 03:38:00 AM,25.416,0
1120,11/28/18 03:39:00 AM,25.416,0
1121,11/28/18 03:40:00 AM,25.416,0
1122,11/28/18 03:41:00 AM,25.416,0
1123,11/28/18 03:42:00 AM,25.416,0
1124,11/28/18 03:43:00 AM,25.416,0
1125,11/28/18 03:44:00 AM,25.416,0
1126,11/28/18 03:45:00 AM,25.416,0
1127,11/28/18 03:46:00 AM,25.416,0
1128,11/28/18 03:47:00 AM,25.416,0
1129,11/28/18 03:48:00 AM,25.416,0
1130,11/28/18 03:49:00 AM,25.319,0
1131,11/28/18 03:50:00 AM,25.319,0
1132,11/28/18 03:51:00 AM,25.319,0
1133,11/28/18 03:52:00 AM,25.319,0
1134,11/28/18 03:53:00 AM,25.319,0
1135,11/28/18 03:54:00 AM,25.319,0
1136,11/28/18 03:55:00 AM,25.319,0
1137,11/28/18 03:56:00 AM,25.319,0
1138,11/28/18 03:57:00 AM,25.319,0
1139,11/28/18 03:58:00 AM,25.319,0
1140,11/28/18 03:59:00 AM,25.319,0
1141,11/28/18 04:00:00 AM,25.319,0
1142,11/28/18 04:01:00 AM,25.319,0
1143,11/28/18 04:02:00 AM,25.319,0
1144,11/28/18 04:03:00 AM,25.319,0
1145,11/28/18 04:04:00 AM,25.319,0
1146,11/28/18 04:05:00 AM,25.319,0
1147,11/28/18 04:06:00 AM,25.319,0
1148,11/28/18 04:07:00 AM,25.319,0
1149,11/28/18 04:08:00 AM,25.319,0
1150,11/28/18 04:09:00 AM,25.319,0
1151,11/28/18 04:10:00 AM,25.319,0
1152,11/28/18 04:11:00 AM,25.319,0
1153,11/28/18 04:12:00 AM,25.319,0
1154,11/28/18 04:13:00 AM,25.319,0
1155,11/28/18 04:14:00 AM,25.319,0
1156,11/28/18 04:15:00 AM,25.319,0
1157,11/28/18 04:16:00 AM,25.319,0
1158,11/28/18 04:17:00 AM,25.319,0
1159,11/28/18 04:18:00 AM,25.319,0
1160,11/28/18 04:19:00 AM,25.319,0
1161,11/28/18 04:20:00 AM,25.319,0
1162,11/28/18 04:21:00 AM,25.319,0
1163,11/28/18 04:22:00 AM,25.319,0
1164,11/28/18 04:23:00 AM,25.222,0
1165,11/28/18 04:24:00 AM,25.222,0
1166,11/28/18 04:25:00 AM,25.222,0
1167,11/28/18 04:26:00 AM,25.222,0
1168,11/28/18 04:27:00 AM,25.222,0
1169,11/28/18 04:28:00 AM,25.222,0
1170,11/28/18 04:29:00 AM,25.222,0
1171,11/28/18 04:30:00 AM,25.222,0
1172,11/28/18 04:31:00 AM,25.222,0
1173,11/28/18 04:32:00 AM,25.222,0
1174,11/28/18 04:33:00 AM,25.222,0
1175,11/28/18 04:34:00 AM,25.222,0
1176,11/28/18 04:35:00 AM,25.222,0
1177,11/28/18 04:36:00 AM,25.222,0
1178,11/28/18 04:37:00 AM,25.222,0
1179,11/28/18 04:38:00 AM,25.222,0
1180,11/28/18 04:39:00 AM,25.222,0
1181,11/28/18 04:40:00 AM,25.222,0
1182,11/28/18 04:41:00 AM,25.222,0
1183,11/28/18 04:42:00 AM,25.222,0
1184,11/28/18 04:43:00 AM,25.222,0
1185,11/28/18 04:44:00 AM,25.222,0
1186,11/28/18 04:45:00 AM,25.222,0
1187,11/28/18 04:46:00 AM,25.222,0
1188,11/28/18 04:47:00 AM,25.222,0
1189,11/28/18 04:48:00 AM,25.222,0
1190,11/28/18 04:49:00 AM,25.222,0
1191,11/28/18 04:50:00 AM,25.222,0
1192,11/28/18 04:51:00 AM,25.222,0
1193,11/28/18 04:52:00 AM,25.222,0
1194,11/28/18 04:53:00 AM,25.222,0
1195,11/28/18 04:54:00 AM,25.222,0
1196,11/28/18 04:55:00 AM,25.222,0
1197,11/28/18 04:56:00 AM,25.222,0
1198,11/28/18 04:57:00 AM,25.222,0
1199,11/28/18 04:58:00 AM,25.125,0
1200,11/28/18 04:59:00 AM,25.222,0
1201,11/28/18 05:00:00 AM,25.222,0
1202,11/28/18 05:01:00 AM,25.125,0
1203,11/28/18 05:02:00 AM,25.222,0
1204,11/28/18 05:03:00 AM,25.125,0
1205,11/28/18 05:04:00 AM,25.125,0
1206,11/28/18 05:05:00 AM,25.125,0
1207,11/28/18 05:06:00 AM,25.125,0
1208,11/28/18 05:07:00 AM,25.125,0
1209,11/28/18 05:08:00 AM,25.125,0
1210,11/28/18 05:09:00 AM,25.125,0
