Site Name ,OUTSIDE2211
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,4608


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

616,22/11/2018 , 20:16:00,0,0
617,22/11/2018 , 20:17:00,0,0
618,22/11/2018 , 20:18:00,0,0
619,22/11/2018 , 20:19:00,0,0
620,22/11/2018 , 20:20:00,0,0
621,22/11/2018 , 20:21:00,0,0
622,22/11/2018 , 20:22:00,0,0
623,22/11/2018 , 20:23:00,0,0
624,22/11/2018 , 20:24:00,0,0
625,22/11/2018 , 20:25:00,0,0
626,22/11/2018 , 20:26:00,0,0
627,22/11/2018 , 20:27:00,0,0
628,22/11/2018 , 20:28:00,0,0
629,22/11/2018 , 20:29:00,0,0
630,22/11/2018 , 20:30:00,0,0
631,22/11/2018 , 20:31:00,0,0
632,22/11/2018 , 20:32:00,0,0
633,22/11/2018 , 20:33:00,0,0
634,22/11/2018 , 20:34:00,0,0
635,22/11/2018 , 20:35:00,0,0
636,22/11/2018 , 20:36:00,0,0
637,22/11/2018 , 20:37:00,0,0
638,22/11/2018 , 20:38:00,0,0
639,22/11/2018 , 20:39:00,0,0
640,22/11/2018 , 20:40:00,0,0
641,22/11/2018 , 20:41:00,0,0
642,22/11/2018 , 20:42:00,0,0
643,22/11/2018 , 20:43:00,0,0
644,22/11/2018 , 20:44:00,0,0
645,22/11/2018 , 20:45:00,0,0
646,22/11/2018 , 20:46:00,0,0
647,22/11/2018 , 20:47:00,0,0
648,22/11/2018 , 20:48:00,0,0
649,22/11/2018 , 20:49:00,0,0
650,22/11/2018 , 20:50:00,0,0
651,22/11/2018 , 20:51:00,0,0
652,22/11/2018 , 20:52:00,0,0
653,22/11/2018 , 20:53:00,0,0
654,22/11/2018 , 20:54:00,0,0
655,22/11/2018 , 20:55:00,0,0
656,22/11/2018 , 20:56:00,0,0
657,22/11/2018 , 20:57:00,0,0
658,22/11/2018 , 20:58:00,0,0
659,22/11/2018 , 20:59:00,0,0
660,22/11/2018 , 21:00:00,0,0
661,22/11/2018 , 21:01:00,0,0
662,22/11/2018 , 21:02:00,0,0
663,22/11/2018 , 21:03:00,0,0
664,22/11/2018 , 21:04:00,0,0
665,22/11/2018 , 21:05:00,0,0
666,22/11/2018 , 21:06:00,0,0
667,22/11/2018 , 21:07:00,0,0
668,22/11/2018 , 21:08:00,0,0
669,22/11/2018 , 21:09:00,0,0
670,22/11/2018 , 21:10:00,0,0
671,22/11/2018 , 21:11:00,0,0
672,22/11/2018 , 21:12:00,0,0
673,22/11/2018 , 21:13:00,0,0
674,22/11/2018 , 21:14:00,0,0
675,22/11/2018 , 21:15:00,0,0
676,22/11/2018 , 21:16:00,0,0
677,22/11/2018 , 21:17:00,0,0
678,22/11/2018 , 21:18:00,0,0
679,22/11/2018 , 21:19:00,0,0
680,22/11/2018 , 21:20:00,0,0
681,22/11/2018 , 21:21:00,0,0
682,22/11/2018 , 21:22:00,0,0
683,22/11/2018 , 21:23:00,0,0
684,22/11/2018 , 21:24:00,0,0
685,22/11/2018 , 21:25:00,0,0
686,22/11/2018 , 21:26:00,0,0
687,22/11/2018 , 21:27:00,0,0
688,22/11/2018 , 21:28:00,0,0
689,22/11/2018 , 21:29:00,0,0
690,22/11/2018 , 21:30:00,0,0
691,22/11/2018 , 21:31:00,0,0
692,22/11/2018 , 21:32:00,0,0
693,22/11/2018 , 21:33:00,0,0
694,22/11/2018 , 21:34:00,0,0
695,22/11/2018 , 21:35:00,0,0
696,22/11/2018 , 21:36:00,0,0
697,22/11/2018 , 21:37:00,0,0
698,22/11/2018 , 21:38:00,0,0
699,22/11/2018 , 21:39:00,0,0
700,22/11/2018 , 21:40:00,0,0
701,22/11/2018 , 21:41:00,0,0
702,22/11/2018 , 21:42:00,0,0
703,22/11/2018 , 21:43:00,0,0
704,22/11/2018 , 21:44:00,0,0
705,22/11/2018 , 21:45:00,0,0
706,22/11/2018 , 21:46:00,0,0
707,22/11/2018 , 21:47:00,0,0
708,22/11/2018 , 21:48:00,0,0
709,22/11/2018 , 21:49:00,0,0
710,22/11/2018 , 21:50:00,0,0
711,22/11/2018 , 21:51:00,0,0
712,22/11/2018 , 21:52:00,0,0
713,22/11/2018 , 21:53:00,0,0
714,22/11/2018 , 21:54:00,0,0
715,22/11/2018 , 21:55:00,0,0
716,22/11/2018 , 21:56:00,0,0
717,22/11/2018 , 21:57:00,0,0
718,22/11/2018 , 21:58:00,0,0
719,22/11/2018 , 21:59:00,0,0
720,22/11/2018 , 22:00:00,0,0
721,22/11/2018 , 22:01:00,0,0
722,22/11/2018 , 22:02:00,0,0
723,22/11/2018 , 22:03:00,0,0
724,22/11/2018 , 22:04:00,0,0
725,22/11/2018 , 22:05:00,0,0
726,22/11/2018 , 22:06:00,0,0
727,22/11/2018 , 22:07:00,0,0
728,22/11/2018 , 22:08:00,0,0
729,22/11/2018 , 22:09:00,0,0
730,22/11/2018 , 22:10:00,0,0
731,22/11/2018 , 22:11:00,0,0
732,22/11/2018 , 22:12:00,0,0
733,22/11/2018 , 22:13:00,0,0
734,22/11/2018 , 22:14:00,0,0
735,22/11/2018 , 22:15:00,0,0
736,22/11/2018 , 22:16:00,0,0
737,22/11/2018 , 22:17:00,0,0
738,22/11/2018 , 22:18:00,0,0
739,22/11/2018 , 22:19:00,0,0
740,22/11/2018 , 22:20:00,0,0
741,22/11/2018 , 22:21:00,0,0
742,22/11/2018 , 22:22:00,0,0
743,22/11/2018 , 22:23:00,0,0
744,22/11/2018 , 22:24:00,0,0
745,22/11/2018 , 22:25:00,0,0
746,22/11/2018 , 22:26:00,0,0
747,22/11/2018 , 22:27:00,0,0
748,22/11/2018 , 22:28:00,0,0
749,22/11/2018 , 22:29:00,0,0
750,22/11/2018 , 22:30:00,0,0
751,22/11/2018 , 22:31:00,0,0
752,22/11/2018 , 22:32:00,0,0
753,22/11/2018 , 22:33:00,0,0
754,22/11/2018 , 22:34:00,0,0
755,22/11/2018 , 22:35:00,0,0
756,22/11/2018 , 22:36:00,0,0
757,22/11/2018 , 22:37:00,0,0
758,22/11/2018 , 22:38:00,0,0
759,22/11/2018 , 22:39:00,0,0
760,22/11/2018 , 22:40:00,0,0
761,22/11/2018 , 22:41:00,0,0
762,22/11/2018 , 22:42:00,0,0
763,22/11/2018 , 22:43:00,0,0
764,22/11/2018 , 22:44:00,0,0
765,22/11/2018 , 22:45:00,0,0
766,22/11/2018 , 22:46:00,0,0
767,22/11/2018 , 22:47:00,0,0
768,22/11/2018 , 22:48:00,0,0
769,22/11/2018 , 22:49:00,0,0
770,22/11/2018 , 22:50:00,0,0
771,22/11/2018 , 22:51:00,0,0
772,22/11/2018 , 22:52:00,0,0
773,22/11/2018 , 22:53:00,0,0
774,22/11/2018 , 22:54:00,0,0
775,22/11/2018 , 22:55:00,0,0
776,22/11/2018 , 22:56:00,0,0
777,22/11/2018 , 22:57:00,0,0
778,22/11/2018 , 22:58:00,0,0
779,22/11/2018 , 22:59:00,0,0
780,22/11/2018 , 23:00:00,0,0
781,22/11/2018 , 23:01:00,0,0
782,22/11/2018 , 23:02:00,0,0
783,22/11/2018 , 23:03:00,0,0
784,22/11/2018 , 23:04:00,0,0
785,22/11/2018 , 23:05:00,0,0
786,22/11/2018 , 23:06:00,0,0
787,22/11/2018 , 23:07:00,0,0
788,22/11/2018 , 23:08:00,0,0
789,22/11/2018 , 23:09:00,0,0
790,22/11/2018 , 23:10:00,0,0
791,22/11/2018 , 23:11:00,0,0
792,22/11/2018 , 23:12:00,0,0
793,22/11/2018 , 23:13:00,0,0
794,22/11/2018 , 23:14:00,0,0
795,22/11/2018 , 23:15:00,0,0
796,22/11/2018 , 23:16:00,0,0
797,22/11/2018 , 23:17:00,0,0
798,22/11/2018 , 23:18:00,0,0
799,22/11/2018 , 23:19:00,0,0
800,22/11/2018 , 23:20:00,0,0
801,22/11/2018 , 23:21:00,0,0
802,22/11/2018 , 23:22:00,0,0
803,22/11/2018 , 23:23:00,0,0
804,22/11/2018 , 23:24:00,0,0
805,22/11/2018 , 23:25:00,0,0
806,22/11/2018 , 23:26:00,0,0
807,22/11/2018 , 23:27:00,0,0
808,22/11/2018 , 23:28:00,0,0
809,22/11/2018 , 23:29:00,0,0
810,22/11/2018 , 23:30:00,0,0
811,22/11/2018 , 23:31:00,0,0
812,22/11/2018 , 23:32:00,0,0
813,22/11/2018 , 23:33:00,0,0
814,22/11/2018 , 23:34:00,0,0
815,22/11/2018 , 23:35:00,0,0
816,22/11/2018 , 23:36:00,0,0
817,22/11/2018 , 23:37:00,0,0
818,22/11/2018 , 23:38:00,0,0
819,22/11/2018 , 23:39:00,0,0
820,22/11/2018 , 23:40:00,0,0
821,22/11/2018 , 23:41:00,0,0
822,22/11/2018 , 23:42:00,0,0
823,22/11/2018 , 23:43:00,0,0
824,22/11/2018 , 23:44:00,0,0
825,22/11/2018 , 23:45:00,0,0
826,22/11/2018 , 23:46:00,0,0
827,22/11/2018 , 23:47:00,0,0
828,22/11/2018 , 23:48:00,0,0
829,22/11/2018 , 23:49:00,0,0
830,22/11/2018 , 23:50:00,0,0
831,22/11/2018 , 23:51:00,0,0
832,22/11/2018 , 23:52:00,0,0
833,22/11/2018 , 23:53:00,0,0
834,22/11/2018 , 23:54:00,0,0
835,22/11/2018 , 23:55:00,0,0
836,22/11/2018 , 23:56:00,0,0
837,22/11/2018 , 23:57:00,0,0
838,22/11/2018 , 23:58:00,0,0
839,22/11/2018 , 23:59:00,0,0
840,22/11/2018 , 24:00:00,0,0
841,23/11/2018 , 00:01:00,0,0
842,23/11/2018 , 00:02:00,0,0
843,23/11/2018 , 00:03:00,0,0
844,23/11/2018 , 00:04:00,0,0
845,23/11/2018 , 00:05:00,0,0
846,23/11/2018 , 00:06:00,0,0
847,23/11/2018 , 00:07:00,0,0
848,23/11/2018 , 00:08:00,0,0
849,23/11/2018 , 00:09:00,0,0
850,23/11/2018 , 00:10:00,0,0
851,23/11/2018 , 00:11:00,0,0
852,23/11/2018 , 00:12:00,0,0
853,23/11/2018 , 00:13:00,0,0
854,23/11/2018 , 00:14:00,0,0
855,23/11/2018 , 00:15:00,0,0
856,23/11/2018 , 00:16:00,0,0
857,23/11/2018 , 00:17:00,0,0
858,23/11/2018 , 00:18:00,0,0
859,23/11/2018 , 00:19:00,0,0
860,23/11/2018 , 00:20:00,0,0
861,23/11/2018 , 00:21:00,0,0
862,23/11/2018 , 00:22:00,0,0
863,23/11/2018 , 00:23:00,0,0
864,23/11/2018 , 00:24:00,0,0
865,23/11/2018 , 00:25:00,0,0
866,23/11/2018 , 00:26:00,0,0
867,23/11/2018 , 00:27:00,0,0
868,23/11/2018 , 00:28:00,0,0
869,23/11/2018 , 00:29:00,0,0
870,23/11/2018 , 00:30:00,0,0
871,23/11/2018 , 00:31:00,0,0
872,23/11/2018 , 00:32:00,0,0
873,23/11/2018 , 00:33:00,0,0
874,23/11/2018 , 00:34:00,0,0
875,23/11/2018 , 00:35:00,0,0
876,23/11/2018 , 00:36:00,0,0
877,23/11/2018 , 00:37:00,0,0
878,23/11/2018 , 00:38:00,0,0
879,23/11/2018 , 00:39:00,0,0
880,23/11/2018 , 00:40:00,0,0
881,23/11/2018 , 00:41:00,0,0
882,23/11/2018 , 00:42:00,0,0
883,23/11/2018 , 00:43:00,0,0
884,23/11/2018 , 00:44:00,0,0
885,23/11/2018 , 00:45:00,0,0
886,23/11/2018 , 00:46:00,0,0
887,23/11/2018 , 00:47:00,0,0
888,23/11/2018 , 00:48:00,0,0
889,23/11/2018 , 00:49:00,0,0
890,23/11/2018 , 00:50:00,0,0
891,23/11/2018 , 00:51:00,0,0
892,23/11/2018 , 00:52:00,0,0
893,23/11/2018 , 00:53:00,0,0
894,23/11/2018 , 00:54:00,0,0
895,23/11/2018 , 00:55:00,0,0
896,23/11/2018 , 00:56:00,0,0
897,23/11/2018 , 00:57:00,0,0
898,23/11/2018 , 00:58:00,0,0
899,23/11/2018 , 00:59:00,0,0
900,23/11/2018 , 01:00:00,0,0
901,23/11/2018 , 01:01:00,0,0
902,23/11/2018 , 01:02:00,0,0
903,23/11/2018 , 01:03:00,0,0
904,23/11/2018 , 01:04:00,0,0
905,23/11/2018 , 01:05:00,0,0
906,23/11/2018 , 01:06:00,0,0
907,23/11/2018 , 01:07:00,0,0
908,23/11/2018 , 01:08:00,0,0
909,23/11/2018 , 01:09:00,0,0
910,23/11/2018 , 01:10:00,0,0
911,23/11/2018 , 01:11:00,0,0
912,23/11/2018 , 01:12:00,0,0
913,23/11/2018 , 01:13:00,0,0
914,23/11/2018 , 01:14:00,0,0
915,23/11/2018 , 01:15:00,0,0
916,23/11/2018 , 01:16:00,0,0
917,23/11/2018 , 01:17:00,0,0
918,23/11/2018 , 01:18:00,0,0
919,23/11/2018 , 01:19:00,0,0
920,23/11/2018 , 01:20:00,0,0
921,23/11/2018 , 01:21:00,0,0
922,23/11/2018 , 01:22:00,0,0
923,23/11/2018 , 01:23:00,0,0
924,23/11/2018 , 01:24:00,0,0
925,23/11/2018 , 01:25:00,0,0
926,23/11/2018 , 01:26:00,0,0
927,23/11/2018 , 01:27:00,0,0
928,23/11/2018 , 01:28:00,0,0
929,23/11/2018 , 01:29:00,0,0
930,23/11/2018 , 01:30:00,0,0
931,23/11/2018 , 01:31:00,0,0
932,23/11/2018 , 01:32:00,0,0
933,23/11/2018 , 01:33:00,0,0
934,23/11/2018 , 01:34:00,0,0
935,23/11/2018 , 01:35:00,0,0
936,23/11/2018 , 01:36:00,0,0
937,23/11/2018 , 01:37:00,0,0
938,23/11/2018 , 01:38:00,0,0
939,23/11/2018 , 01:39:00,0,0
940,23/11/2018 , 01:40:00,0,0
941,23/11/2018 , 01:41:00,0,0
942,23/11/2018 , 01:42:00,0,0
943,23/11/2018 , 01:43:00,0,0
944,23/11/2018 , 01:44:00,0,0
945,23/11/2018 , 01:45:00,0,0
946,23/11/2018 , 01:46:00,0,0
947,23/11/2018 , 01:47:00,0,0
948,23/11/2018 , 01:48:00,0,0
949,23/11/2018 , 01:49:00,0,0
950,23/11/2018 , 01:50:00,0,0
951,23/11/2018 , 01:51:00,0,0
952,23/11/2018 , 01:52:00,0,0
953,23/11/2018 , 01:53:00,0,0
954,23/11/2018 , 01:54:00,0,0
955,23/11/2018 , 01:55:00,0,0
956,23/11/2018 , 01:56:00,0,0
957,23/11/2018 , 01:57:00,0,0
958,23/11/2018 , 01:58:00,0,0
959,23/11/2018 , 01:59:00,0,0
960,23/11/2018 , 02:00:00,0,0
961,23/11/2018 , 02:01:00,0,0
962,23/11/2018 , 02:02:00,0,0
963,23/11/2018 , 02:03:00,0,0
964,23/11/2018 , 02:04:00,0,0
965,23/11/2018 , 02:05:00,0,0
966,23/11/2018 , 02:06:00,0,0
967,23/11/2018 , 02:07:00,0,0
968,23/11/2018 , 02:08:00,0,0
969,23/11/2018 , 02:09:00,0,0
970,23/11/2018 , 02:10:00,0,0
971,23/11/2018 , 02:11:00,0,0
972,23/11/2018 , 02:12:00,0,0
973,23/11/2018 , 02:13:00,0,0
974,23/11/2018 , 02:14:00,0,0
975,23/11/2018 , 02:15:00,0,0
976,23/11/2018 , 02:16:00,0,0
977,23/11/2018 , 02:17:00,0,0
978,23/11/2018 , 02:18:00,0,0
979,23/11/2018 , 02:19:00,0,0
980,23/11/2018 , 02:20:00,0,0
981,23/11/2018 , 02:21:00,0,0
982,23/11/2018 , 02:22:00,0,0
983,23/11/2018 , 02:23:00,0,0
984,23/11/2018 , 02:24:00,0,0
985,23/11/2018 , 02:25:00,0,0
986,23/11/2018 , 02:26:00,0,0
987,23/11/2018 , 02:27:00,0,0
988,23/11/2018 , 02:28:00,0,0
989,23/11/2018 , 02:29:00,0,0
990,23/11/2018 , 02:30:00,0,0
991,23/11/2018 , 02:31:00,0,0
992,23/11/2018 , 02:32:00,0,0
993,23/11/2018 , 02:33:00,0,0
994,23/11/2018 , 02:34:00,0,0
995,23/11/2018 , 02:35:00,0,0
996,23/11/2018 , 02:36:00,0,0
997,23/11/2018 , 02:37:00,0,0
998,23/11/2018 , 02:38:00,0,0
999,23/11/2018 , 02:39:00,0,0
1000,23/11/2018 , 02:40:00,0,0
1001,23/11/2018 , 02:41:00,0,0
1002,23/11/2018 , 02:42:00,0,0
1003,23/11/2018 , 02:43:00,0,0
1004,23/11/2018 , 02:44:00,0,0
1005,23/11/2018 , 02:45:00,0,0
1006,23/11/2018 , 02:46:00,0,0
1007,23/11/2018 , 02:47:00,0,0
1008,23/11/2018 , 02:48:00,0,0
1009,23/11/2018 , 02:49:00,0,0
1010,23/11/2018 , 02:50:00,0,0
1011,23/11/2018 , 02:51:00,0,0
1012,23/11/2018 , 02:52:00,0,0
1013,23/11/2018 , 02:53:00,0,0
1014,23/11/2018 , 02:54:00,0,0
1015,23/11/2018 , 02:55:00,0,0
1016,23/11/2018 , 02:56:00,0,0
1017,23/11/2018 , 02:57:00,0,0
1018,23/11/2018 , 02:58:00,0,0
1019,23/11/2018 , 02:59:00,0,0
1020,23/11/2018 , 03:00:00,0,0
1021,23/11/2018 , 03:01:00,0,0
1022,23/11/2018 , 03:02:00,0,0
1023,23/11/2018 , 03:03:00,0,0
1024,23/11/2018 , 03:04:00,0,0
1025,23/11/2018 , 03:05:00,0,0
1026,23/11/2018 , 03:06:00,0,0
1027,23/11/2018 , 03:07:00,0,0
1028,23/11/2018 , 03:08:00,0,0
1029,23/11/2018 , 03:09:00,0,0
1030,23/11/2018 , 03:10:00,0,0
1031,23/11/2018 , 03:11:00,0,0
1032,23/11/2018 , 03:12:00,0,0
1033,23/11/2018 , 03:13:00,0,0
1034,23/11/2018 , 03:14:00,0,0
1035,23/11/2018 , 03:15:00,0,0
1036,23/11/2018 , 03:16:00,0,0
1037,23/11/2018 , 03:17:00,0,0
1038,23/11/2018 , 03:18:00,0,0
1039,23/11/2018 , 03:19:00,0,0
1040,23/11/2018 , 03:20:00,0,0
1041,23/11/2018 , 03:21:00,0,0
1042,23/11/2018 , 03:22:00,0,0
1043,23/11/2018 , 03:23:00,0,0
1044,23/11/2018 , 03:24:00,0,0
1045,23/11/2018 , 03:25:00,0,0
1046,23/11/2018 , 03:26:00,0,0
1047,23/11/2018 , 03:27:00,0,0
1048,23/11/2018 , 03:28:00,0,0
1049,23/11/2018 , 03:29:00,0,0
1050,23/11/2018 , 03:30:00,0,0
1051,23/11/2018 , 03:31:00,0,0
1052,23/11/2018 , 03:32:00,0,0
1053,23/11/2018 , 03:33:00,0,0
1054,23/11/2018 , 03:34:00,0,0
1055,23/11/2018 , 03:35:00,0,0
1056,23/11/2018 , 03:36:00,0,0
1057,23/11/2018 , 03:37:00,0,0
1058,23/11/2018 , 03:38:00,0,0
1059,23/11/2018 , 03:39:00,0,0
1060,23/11/2018 , 03:40:00,0,0
1061,23/11/2018 , 03:41:00,0,0
1062,23/11/2018 , 03:42:00,0,0
1063,23/11/2018 , 03:43:00,0,0
1064,23/11/2018 , 03:44:00,0,0
1065,23/11/2018 , 03:45:00,0,0
1066,23/11/2018 , 03:46:00,0,0
1067,23/11/2018 , 03:47:00,0,0
1068,23/11/2018 , 03:48:00,0,0
1069,23/11/2018 , 03:49:00,0,0
1070,23/11/2018 , 03:50:00,0,0
1071,23/11/2018 , 03:51:00,0,0
1072,23/11/2018 , 03:52:00,0,0
1073,23/11/2018 , 03:53:00,0,0
1074,23/11/2018 , 03:54:00,0,0
1075,23/11/2018 , 03:55:00,0,0
1076,23/11/2018 , 03:56:00,0,0
1077,23/11/2018 , 03:57:00,0,0
1078,23/11/2018 , 03:58:00,0,0
1079,23/11/2018 , 03:59:00,0,0
1080,23/11/2018 , 04:00:00,0,0
1081,23/11/2018 , 04:01:00,0,0
1082,23/11/2018 , 04:02:00,0,0
1083,23/11/2018 , 04:03:00,0,0
1084,23/11/2018 , 04:04:00,0,0
1085,23/11/2018 , 04:05:00,0,0
1086,23/11/2018 , 04:06:00,0,0
1087,23/11/2018 , 04:07:00,0,0
1088,23/11/2018 , 04:08:00,0,0
1089,23/11/2018 , 04:09:00,0,0
1090,23/11/2018 , 04:10:00,0,0
1091,23/11/2018 , 04:11:00,0,0
1092,23/11/2018 , 04:12:00,0,0
1093,23/11/2018 , 04:13:00,0,0
1094,23/11/2018 , 04:14:00,0,0
1095,23/11/2018 , 04:15:00,0,0
1096,23/11/2018 , 04:16:00,0,0
1097,23/11/2018 , 04:17:00,0,0
1098,23/11/2018 , 04:18:00,0,0
1099,23/11/2018 , 04:19:00,0,0
1100,23/11/2018 , 04:20:00,0,0
1101,23/11/2018 , 04:21:00,0,0
1102,23/11/2018 , 04:22:00,0,0
1103,23/11/2018 , 04:23:00,0,0
1104,23/11/2018 , 04:24:00,0,0
1105,23/11/2018 , 04:25:00,0,0
1106,23/11/2018 , 04:26:00,0,0
1107,23/11/2018 , 04:27:00,0,0
1108,23/11/2018 , 04:28:00,0,0
1109,23/11/2018 , 04:29:00,0,0
1110,23/11/2018 , 04:30:00,0,0
1111,23/11/2018 , 04:31:00,0,0
1112,23/11/2018 , 04:32:00,0,0
1113,23/11/2018 , 04:33:00,0,0
1114,23/11/2018 , 04:34:00,0,0
1115,23/11/2018 , 04:35:00,0,0
1116,23/11/2018 , 04:36:00,0,0
1117,23/11/2018 , 04:37:00,0,0
1118,23/11/2018 , 04:38:00,0,0
1119,23/11/2018 , 04:39:00,0,0
1120,23/11/2018 , 04:40:00,0,0
1121,23/11/2018 , 04:41:00,0,0
1122,23/11/2018 , 04:42:00,0,0
1123,23/11/2018 , 04:43:00,0,0
1124,23/11/2018 , 04:44:00,0,0
1125,23/11/2018 , 04:45:00,0,0
1126,23/11/2018 , 04:46:00,0,0
1127,23/11/2018 , 04:47:00,0,0
1128,23/11/2018 , 04:48:00,0,0
1129,23/11/2018 , 04:49:00,0,0
1130,23/11/2018 , 04:50:00,0,0
1131,23/11/2018 , 04:51:00,0,0
1132,23/11/2018 , 04:52:00,0,0
1133,23/11/2018 , 04:53:00,0,0
1134,23/11/2018 , 04:54:00,0,0
1135,23/11/2018 , 04:55:00,0,0
1136,23/11/2018 , 04:56:00,0,0
1137,23/11/2018 , 04:57:00,0,0
1138,23/11/2018 , 04:58:00,0,0
1139,23/11/2018 , 04:59:00,0,0
1140,23/11/2018 , 05:00:00,0,0
1141,23/11/2018 , 05:01:00,0,0
1142,23/11/2018 , 05:02:00,0,0
1143,23/11/2018 , 05:03:00,0,0
1144,23/11/2018 , 05:04:00,0,0
1145,23/11/2018 , 05:05:00,0,0
1146,23/11/2018 , 05:06:00,0,0
1147,23/11/2018 , 05:07:00,0,0
1148,23/11/2018 , 05:08:00,0,0
1149,23/11/2018 , 05:09:00,0,0
1150,23/11/2018 , 05:10:00,0,0
1151,23/11/2018 , 05:11:00,0,0
1152,23/11/2018 , 05:12:00,0,0
1153,23/11/2018 , 05:13:00,0,0
1154,23/11/2018 , 05:14:00,0,0
1155,23/11/2018 , 05:15:00,0,0
1156,23/11/2018 , 05:16:00,0,0
1157,23/11/2018 , 05:17:00,0,0
1158,23/11/2018 , 05:18:00,0,0
1159,23/11/2018 , 05:19:00,0,0
1160,23/11/2018 , 05:20:00,0,0
1161,23/11/2018 , 05:21:00,0,0
1162,23/11/2018 , 05:22:00,0,0
1163,23/11/2018 , 05:23:00,0,0
1164,23/11/2018 , 05:24:00,0,0
1165,23/11/2018 , 05:25:00,0,0
1166,23/11/2018 , 05:26:00,0,0
1167,23/11/2018 , 05:27:00,0,0
1168,23/11/2018 , 05:28:00,0,0
1169,23/11/2018 , 05:29:00,0,0
1170,23/11/2018 , 05:30:00,0,0
1171,23/11/2018 , 05:31:00,0,0
1172,23/11/2018 , 05:32:00,0,0
1173,23/11/2018 , 05:33:00,0,0
1174,23/11/2018 , 05:34:00,0,0
1175,23/11/2018 , 05:35:00,0,0
1176,23/11/2018 , 05:36:00,0,0
1177,23/11/2018 , 05:37:00,0,0
1178,23/11/2018 , 05:38:00,0,0
1179,23/11/2018 , 05:39:00,0,0
1180,23/11/2018 , 05:40:00,0,0
1181,23/11/2018 , 05:41:00,0,0
1182,23/11/2018 , 05:42:00,0,0
1183,23/11/2018 , 05:43:00,0,0
1184,23/11/2018 , 05:44:00,0,0
1185,23/11/2018 , 05:45:00,0,0
1186,23/11/2018 , 05:46:00,0,0
1187,23/11/2018 , 05:47:00,0,0
1188,23/11/2018 , 05:48:00,0,0
1189,23/11/2018 , 05:49:00,0,0
1190,23/11/2018 , 05:50:00,0,0
1191,23/11/2018 , 05:51:00,0,0
1192,23/11/2018 , 05:52:00,0,0
1193,23/11/2018 , 05:53:00,0,0
1194,23/11/2018 , 05:54:00,0,0
1195,23/11/2018 , 05:55:00,0,0
1196,23/11/2018 , 05:56:00,0,0
1197,23/11/2018 , 05:57:00,0,0
1198,23/11/2018 , 05:58:00,0,0
1199,23/11/2018 , 05:59:00,0,0
1200,23/11/2018 , 06:00:00,0,0
1201,23/11/2018 , 06:01:00,0,0
1202,23/11/2018 , 06:02:00,0,0
1203,23/11/2018 , 06:03:00,0,0
1204,23/11/2018 , 06:04:00,0,0
1205,23/11/2018 , 06:05:00,0,0
1206,23/11/2018 , 06:06:00,0,0
1207,23/11/2018 , 06:07:00,0,0
1208,23/11/2018 , 06:08:00,0,0
1209,23/11/2018 , 06:09:00,0,0
1210,23/11/2018 , 06:10:00,0,0
1211,23/11/2018 , 06:11:00,0,0
1212,23/11/2018 , 06:12:00,0,0
1213,23/11/2018 , 06:13:00,0,0
1214,23/11/2018 , 06:14:00,0,0
1215,23/11/2018 , 06:15:00,0,0
1216,23/11/2018 , 06:16:00,0,0
1217,23/11/2018 , 06:17:00,0,0
1218,23/11/2018 , 06:18:00,0,0
1219,23/11/2018 , 06:19:00,1,1
1220,23/11/2018 , 06:20:00,0,0
1221,23/11/2018 , 06:21:00,0,0
1222,23/11/2018 , 06:22:00,1,1
1223,23/11/2018 , 06:23:00,1,1
1224,23/11/2018 , 06:24:00,2,2
1225,23/11/2018 , 06:25:00,2,2
1226,23/11/2018 , 06:26:00,5,5
1227,23/11/2018 , 06:27:00,7,7
1228,23/11/2018 , 06:28:00,8,8
1229,23/11/2018 , 06:29:00,9,9
1230,23/11/2018 , 06:30:00,8,8
1231,23/11/2018 , 06:31:00,6,6
1232,23/11/2018 , 06:32:00,6,6
1233,23/11/2018 , 06:33:00,8,8
1234,23/11/2018 , 06:34:00,12,12
1235,23/11/2018 , 06:35:00,11,11
1236,23/11/2018 , 06:36:00,11,11
1237,23/11/2018 , 06:37:00,13,13
1238,23/11/2018 , 06:38:00,14,14
1239,23/11/2018 , 06:39:00,16,16
1240,23/11/2018 , 06:40:00,18,18
1241,23/11/2018 , 06:41:00,21,21
1242,23/11/2018 , 06:42:00,24,24
1243,23/11/2018 , 06:43:00,26,26
1244,23/11/2018 , 06:44:00,30,30
1245,23/11/2018 , 06:45:00,34,34
1246,23/11/2018 , 06:46:00,37,37
1247,23/11/2018 , 06:47:00,40,40
1248,23/11/2018 , 06:48:00,43,43
1249,23/11/2018 , 06:49:00,47,47
1250,23/11/2018 , 06:50:00,51,51
1251,23/11/2018 , 06:51:00,56,56
1252,23/11/2018 , 06:52:00,60,60
1253,23/11/2018 , 06:53:00,65,65
1254,23/11/2018 , 06:54:00,70,70
1255,23/11/2018 , 06:55:00,75,75
1256,23/11/2018 , 06:56:00,80,80
1257,23/11/2018 , 06:57:00,85,85
1258,23/11/2018 , 06:58:00,91,91
1259,23/11/2018 , 06:59:00,96,96
1260,23/11/2018 , 07:00:00,100,100
1261,23/11/2018 , 07:01:00,106,106
1262,23/11/2018 , 07:02:00,109,109
1263,23/11/2018 , 07:03:00,115,115
1264,23/11/2018 , 07:04:00,121,121
