Site Name ,EXPERIMENT
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,4607


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1289,28/11/2018 , 06:29:00,0,0
1290,28/11/2018 , 06:30:00,1,1
1291,28/11/2018 , 06:31:00,0,0
1292,28/11/2018 , 06:32:00,1,1
1293,28/11/2018 , 06:33:00,1,1
1294,28/11/2018 , 06:34:00,1,1
1295,28/11/2018 , 06:35:00,1,1
1296,28/11/2018 , 06:36:00,1,1
1297,28/11/2018 , 06:37:00,2,2
1298,28/11/2018 , 06:38:00,1,1
1299,28/11/2018 , 06:39:00,2,2
1300,28/11/2018 , 06:40:00,2,2
1301,28/11/2018 , 06:41:00,3,3
1302,28/11/2018 , 06:42:00,3,3
1303,28/11/2018 , 06:43:00,2,2
1304,28/11/2018 , 06:44:00,3,3
1305,28/11/2018 , 06:45:00,4,4
1306,28/11/2018 , 06:46:00,3,3
1307,28/11/2018 , 06:47:00,4,4
1308,28/11/2018 , 06:48:00,5,5
1309,28/11/2018 , 06:49:00,6,6
1310,28/11/2018 , 06:50:00,6,6
1311,28/11/2018 , 06:51:00,7,7
1312,28/11/2018 , 06:52:00,7,7
1313,28/11/2018 , 06:53:00,9,9
1314,28/11/2018 , 06:54:00,9,9
1315,28/11/2018 , 06:55:00,9,9
1316,28/11/2018 , 06:56:00,10,10
1317,28/11/2018 , 06:57:00,11,11
1318,28/11/2018 , 06:58:00,11,11
1319,28/11/2018 , 06:59:00,12,12
1320,28/11/2018 , 07:00:00,13,13
1321,28/11/2018 , 07:01:00,14,14
1322,28/11/2018 , 07:02:00,14,14
1323,28/11/2018 , 07:03:00,15,15
1324,28/11/2018 , 07:04:00,16,16
1325,28/11/2018 , 07:05:00,15,15
1326,28/11/2018 , 07:06:00,16,16
1327,28/11/2018 , 07:07:00,17,17
1328,28/11/2018 , 07:08:00,16,16
1329,28/11/2018 , 07:09:00,15,15
1330,28/11/2018 , 07:10:00,15,15
1331,28/11/2018 , 07:11:00,15,15
1332,28/11/2018 , 07:12:00,15,15
1333,28/11/2018 , 07:13:00,15,15
1334,28/11/2018 , 07:14:00,14,14
1335,28/11/2018 , 07:15:00,15,15
1336,28/11/2018 , 07:16:00,15,15
1337,28/11/2018 , 07:17:00,16,16
1338,28/11/2018 , 07:18:00,15,15
1339,28/11/2018 , 07:19:00,16,16
1340,28/11/2018 , 07:20:00,17,17
1341,28/11/2018 , 07:21:00,18,18
1342,28/11/2018 , 07:22:00,17,17
1343,28/11/2018 , 07:23:00,19,19
1344,28/11/2018 , 07:24:00,19,19
1345,28/11/2018 , 07:25:00,21,21
1346,28/11/2018 , 07:26:00,24,24
1347,28/11/2018 , 07:27:00,25,25
1348,28/11/2018 , 07:28:00,26,26
1349,28/11/2018 , 07:29:00,27,27
1350,28/11/2018 , 07:30:00,29,29
1351,28/11/2018 , 07:31:00,30,30
1352,28/11/2018 , 07:32:00,34,34
1353,28/11/2018 , 07:33:00,36,36
1354,28/11/2018 , 07:34:00,36,36
1355,28/11/2018 , 07:35:00,36,36
1356,28/11/2018 , 07:36:00,36,36
1357,28/11/2018 , 07:37:00,38,38
1358,28/11/2018 , 07:38:00,40,40
1359,28/11/2018 , 07:39:00,42,42
1360,28/11/2018 , 07:40:00,43,43
1361,28/11/2018 , 07:41:00,42,42
1362,28/11/2018 , 07:42:00,39,39
1363,28/11/2018 , 07:43:00,38,38
1364,28/11/2018 , 07:44:00,36,36
1365,28/11/2018 , 07:45:00,36,36
1366,28/11/2018 , 07:46:00,37,37
1367,28/11/2018 , 07:47:00,37,37
1368,28/11/2018 , 07:48:00,37,37
1369,28/11/2018 , 07:49:00,36,36
1370,28/11/2018 , 07:50:00,36,36
1371,28/11/2018 , 07:51:00,36,36
1372,28/11/2018 , 07:52:00,35,35
1373,28/11/2018 , 07:53:00,36,36
1374,28/11/2018 , 07:54:00,37,37
1375,28/11/2018 , 07:55:00,37,37
1376,28/11/2018 , 07:56:00,37,37
1377,28/11/2018 , 07:57:00,38,38
1378,28/11/2018 , 07:58:00,38,38
1379,28/11/2018 , 07:59:00,39,39
1380,28/11/2018 , 08:00:00,38,38
1381,28/11/2018 , 08:01:00,34,34
1382,28/11/2018 , 08:02:00,34,34
1383,28/11/2018 , 08:03:00,39,39
1384,28/11/2018 , 08:04:00,40,40
1385,28/11/2018 , 08:05:00,41,41
1386,28/11/2018 , 08:06:00,41,41
1387,28/11/2018 , 08:07:00,41,41
1388,28/11/2018 , 08:08:00,41,41
1389,28/11/2018 , 08:09:00,41,41
1390,28/11/2018 , 08:10:00,41,41
1391,28/11/2018 , 08:11:00,41,41
1392,28/11/2018 , 08:12:00,41,41
1393,28/11/2018 , 08:13:00,42,42
1394,28/11/2018 , 08:14:00,39,39
1395,28/11/2018 , 08:15:00,42,42
1396,28/11/2018 , 08:16:00,45,45
1397,28/11/2018 , 08:17:00,48,48
1398,28/11/2018 , 08:18:00,49,49
1399,28/11/2018 , 08:19:00,46,46
1400,28/11/2018 , 08:20:00,47,47
1401,28/11/2018 , 08:21:00,47,47
1402,28/11/2018 , 08:22:00,46,46
1403,28/11/2018 , 08:23:00,46,46
1404,28/11/2018 , 08:24:00,46,46
1405,28/11/2018 , 08:25:00,48,48
1406,28/11/2018 , 08:26:00,55,55
1407,28/11/2018 , 08:27:00,71,71
1408,28/11/2018 , 08:28:00,71,71
1409,28/11/2018 , 08:29:00,60,60
1410,28/11/2018 , 08:30:00,48,48
1411,28/11/2018 , 08:31:00,43,43
1412,28/11/2018 , 08:32:00,36,36
1413,28/11/2018 , 08:33:00,31,31
1414,28/11/2018 , 08:34:00,27,27
1415,28/11/2018 , 08:35:00,25,25
1416,28/11/2018 , 08:36:00,22,22
1417,28/11/2018 , 08:37:00,28,28
1418,28/11/2018 , 08:38:00,43,43
1419,28/11/2018 , 08:39:00,67,67
1420,28/11/2018 , 08:40:00,98,98
1421,28/11/2018 , 08:41:00,129,129
1422,28/11/2018 , 08:42:00,155,155
1423,28/11/2018 , 08:43:00,170,170
1424,28/11/2018 , 08:44:00,186,186
1425,28/11/2018 , 08:45:00,180,180
1426,28/11/2018 , 08:46:00,158,158
1427,28/11/2018 , 08:47:00,141,141
1428,28/11/2018 , 08:48:00,128,128
1429,28/11/2018 , 08:49:00,118,118
1430,28/11/2018 , 08:50:00,118,118
1431,28/11/2018 , 08:51:00,120,120
1432,28/11/2018 , 08:52:00,106,106
1433,28/11/2018 , 08:53:00,101,101
1434,28/11/2018 , 08:54:00,106,106
1435,28/11/2018 , 08:55:00,111,111
1436,28/11/2018 , 08:56:00,119,119
1437,28/11/2018 , 08:57:00,122,122
1438,28/11/2018 , 08:58:00,133,133
1439,28/11/2018 , 08:59:00,140,140
1440,28/11/2018 , 09:00:00,140,140
1441,28/11/2018 , 09:01:00,125,125
1442,28/11/2018 , 09:02:00,99,99
1443,28/11/2018 , 09:03:00,94,94
1444,28/11/2018 , 09:04:00,101,101
1445,28/11/2018 , 09:05:00,90,90
1446,28/11/2018 , 09:06:00,84,84
1447,28/11/2018 , 09:07:00,76,76
1448,28/11/2018 , 09:08:00,66,66
1449,28/11/2018 , 09:09:00,64,64
1450,28/11/2018 , 09:10:00,68,68
1451,28/11/2018 , 09:11:00,72,72
1452,28/11/2018 , 09:12:00,80,80
1453,28/11/2018 , 09:13:00,93,93
1454,28/11/2018 , 09:14:00,107,107
1455,28/11/2018 , 09:15:00,120,120
1456,28/11/2018 , 09:16:00,130,130
1457,28/11/2018 , 09:17:00,136,136
1458,28/11/2018 , 09:18:00,134,134
1459,28/11/2018 , 09:19:00,127,127
1460,28/11/2018 , 09:20:00,128,128
1461,28/11/2018 , 09:21:00,138,138
1462,28/11/2018 , 09:22:00,156,156
1463,28/11/2018 , 09:23:00,173,173
1464,28/11/2018 , 09:24:00,180,180
1465,28/11/2018 , 09:25:00,180,180
1466,28/11/2018 , 09:26:00,180,180
1467,28/11/2018 , 09:27:00,183,183
1468,28/11/2018 , 09:28:00,185,185
1469,28/11/2018 , 09:29:00,190,190
1470,28/11/2018 , 09:30:00,195,195
1471,28/11/2018 , 09:31:00,204,204
1472,28/11/2018 , 09:32:00,220,220
1473,28/11/2018 , 09:33:00,237,237
1474,28/11/2018 , 09:34:00,246,246
1475,28/11/2018 , 09:35:00,248,248
1476,28/11/2018 , 09:36:00,252,252
1477,28/11/2018 , 09:37:00,263,263
1478,28/11/2018 , 09:38:00,260,260
1479,28/11/2018 , 09:39:00,262,262
1480,28/11/2018 , 09:40:00,221,221
1481,28/11/2018 , 09:41:00,207,207
1482,28/11/2018 , 09:42:00,184,184
1483,28/11/2018 , 09:43:00,173,173
1484,28/11/2018 , 09:44:00,173,173
1485,28/11/2018 , 09:45:00,185,185
1486,28/11/2018 , 09:46:00,194,194
1487,28/11/2018 , 09:47:00,191,191
1488,28/11/2018 , 09:48:00,183,183
1489,28/11/2018 , 09:49:00,195,195
1490,28/11/2018 , 09:50:00,188,188
1491,28/11/2018 , 09:51:00,189,189
1492,28/11/2018 , 09:52:00,180,180
1493,28/11/2018 , 09:53:00,184,184
1494,28/11/2018 , 09:54:00,184,184
1495,28/11/2018 , 09:55:00,165,165
1496,28/11/2018 , 09:56:00,179,179
1497,28/11/2018 , 09:57:00,151,151
1498,28/11/2018 , 09:58:00,113,113
1499,28/11/2018 , 09:59:00,114,114
1500,28/11/2018 , 10:00:00,134,134
1501,28/11/2018 , 10:01:00,145,145
1502,28/11/2018 , 10:02:00,134,134
1503,28/11/2018 , 10:03:00,151,151
1504,28/11/2018 , 10:04:00,176,176
1505,28/11/2018 , 10:05:00,179,179
1506,28/11/2018 , 10:06:00,189,189
1507,28/11/2018 , 10:07:00,223,223
1508,28/11/2018 , 10:08:00,256,256
1509,28/11/2018 , 10:09:00,220,220
1510,28/11/2018 , 10:10:00,185,185
1511,28/11/2018 , 10:11:00,225,225
1512,28/11/2018 , 10:12:00,249,249
1513,28/11/2018 , 10:13:00,249,249
1514,28/11/2018 , 10:14:00,230,230
1515,28/11/2018 , 10:15:00,185,185
1516,28/11/2018 , 10:16:00,125,125
1517,28/11/2018 , 10:17:00,104,104
1518,28/11/2018 , 10:18:00,99,99
1519,28/11/2018 , 10:19:00,93,93
1520,28/11/2018 , 10:20:00,124,124
1521,28/11/2018 , 10:21:00,140,140
1522,28/11/2018 , 10:22:00,169,169
1523,28/11/2018 , 10:23:00,154,154
1524,28/11/2018 , 10:24:00,125,125
1525,28/11/2018 , 10:25:00,123,123
1526,28/11/2018 , 10:26:00,118,118
1527,28/11/2018 , 10:27:00,123,123
1528,28/11/2018 , 10:28:00,113,113
1529,28/11/2018 , 10:29:00,114,114
1530,28/11/2018 , 10:30:00,121,121
1531,28/11/2018 , 10:31:00,210,210
1532,28/11/2018 , 10:32:00,303,303
1533,28/11/2018 , 10:33:00,326,326
1534,28/11/2018 , 10:34:00,288,288
1535,28/11/2018 , 10:35:00,263,263
1536,28/11/2018 , 10:36:00,235,235
1537,28/11/2018 , 10:37:00,210,210
1538,28/11/2018 , 10:38:00,186,186
1539,28/11/2018 , 10:39:00,167,167
1540,28/11/2018 , 10:40:00,144,144
1541,28/11/2018 , 10:41:00,123,123
1542,28/11/2018 , 10:42:00,175,175
1543,28/11/2018 , 10:43:00,184,184
1544,28/11/2018 , 10:44:00,158,158
1545,28/11/2018 , 10:45:00,131,131
1546,28/11/2018 , 10:46:00,104,104
1547,28/11/2018 , 10:47:00,111,111
1548,28/11/2018 , 10:48:00,129,129
1549,28/11/2018 , 10:49:00,151,151
1550,28/11/2018 , 10:50:00,226,226
1551,28/11/2018 , 10:51:00,314,314
1552,28/11/2018 , 10:52:00,363,363
1553,28/11/2018 , 10:53:00,353,353
1554,28/11/2018 , 10:54:00,338,338
1555,28/11/2018 , 10:55:00,339,339
1556,28/11/2018 , 10:56:00,350,350
1557,28/11/2018 , 10:57:00,398,398
1558,28/11/2018 , 10:58:00,388,388
1559,28/11/2018 , 10:59:00,363,363
1560,28/11/2018 , 11:00:00,336,336
1561,28/11/2018 , 11:01:00,274,274
1562,28/11/2018 , 11:02:00,215,215
1563,28/11/2018 , 11:03:00,238,238
1564,28/11/2018 , 11:04:00,277,277
1565,28/11/2018 , 11:05:00,340,340
1566,28/11/2018 , 11:06:00,341,341
1567,28/11/2018 , 11:07:00,322,322
1568,28/11/2018 , 11:08:00,316,316
1569,28/11/2018 , 11:09:00,318,318
1570,28/11/2018 , 11:10:00,315,315
1571,28/11/2018 , 11:11:00,312,312
1572,28/11/2018 , 11:12:00,286,286
1573,28/11/2018 , 11:13:00,244,244
1574,28/11/2018 , 11:14:00,304,304
1575,28/11/2018 , 11:15:00,326,326
1576,28/11/2018 , 11:16:00,335,335
1577,28/11/2018 , 11:17:00,335,335
1578,28/11/2018 , 11:18:00,345,345
1579,28/11/2018 , 11:19:00,345,345
1580,28/11/2018 , 11:20:00,354,354
1581,28/11/2018 , 11:21:00,382,382
1582,28/11/2018 , 11:22:00,296,296
1583,28/11/2018 , 11:23:00,242,242
1584,28/11/2018 , 11:24:00,319,319
1585,28/11/2018 , 11:25:00,359,359
1586,28/11/2018 , 11:26:00,473,473
1587,28/11/2018 , 11:27:00,296,296
1588,28/11/2018 , 11:28:00,335,335
1589,28/11/2018 , 11:29:00,361,361
1590,28/11/2018 , 11:30:00,301,301
1591,28/11/2018 , 11:31:00,559,559
1592,28/11/2018 , 11:32:00,501,501
1593,28/11/2018 , 11:33:00,416,416
1594,28/11/2018 , 11:34:00,217,217
1595,28/11/2018 , 11:35:00,281,281
1596,28/11/2018 , 11:36:00,397,397
1597,28/11/2018 , 11:37:00,405,405
1598,28/11/2018 , 11:38:00,274,274
1599,28/11/2018 , 11:39:00,240,240
1600,28/11/2018 , 11:40:00,222,222
1601,28/11/2018 , 11:41:00,221,221
1602,28/11/2018 , 11:42:00,200,200
1603,28/11/2018 , 11:43:00,164,164
1604,28/11/2018 , 11:44:00,165,165
1605,28/11/2018 , 11:45:00,496,496
1606,28/11/2018 , 11:46:00,148,148
1607,28/11/2018 , 11:47:00,117,117
1608,28/11/2018 , 11:48:00,100,100
1609,28/11/2018 , 11:49:00,99,99
1610,28/11/2018 , 11:50:00,178,178
1611,28/11/2018 , 11:51:00,138,138
1612,28/11/2018 , 11:52:00,113,113
1613,28/11/2018 , 11:53:00,81,81
1614,28/11/2018 , 11:54:00,66,66
1615,28/11/2018 , 11:55:00,75,75
1616,28/11/2018 , 11:56:00,96,96
1617,28/11/2018 , 11:57:00,116,116
1618,28/11/2018 , 11:58:00,143,143
1619,28/11/2018 , 11:59:00,162,162
1620,28/11/2018 , 12:00:00,178,178
1621,28/11/2018 , 12:01:00,201,201
1622,28/11/2018 , 12:02:00,235,235
1623,28/11/2018 , 12:03:00,296,296
1624,28/11/2018 , 12:04:00,332,332
1625,28/11/2018 , 12:05:00,308,308
1626,28/11/2018 , 12:06:00,291,291
1627,28/11/2018 , 12:07:00,277,277
1628,28/11/2018 , 12:08:00,279,279
1629,28/11/2018 , 12:09:00,304,304
1630,28/11/2018 , 12:10:00,321,321
1631,28/11/2018 , 12:11:00,318,318
1632,28/11/2018 , 12:12:00,317,317
1633,28/11/2018 , 12:13:00,366,366
1634,28/11/2018 , 12:14:00,486,486
1635,28/11/2018 , 12:15:00,546,546
1636,28/11/2018 , 12:16:00,470,470
1637,28/11/2018 , 12:17:00,444,444
1638,28/11/2018 , 12:18:00,461,461
1639,28/11/2018 , 12:19:00,725,725
1640,28/11/2018 , 12:20:00,947,947
1641,28/11/2018 , 12:21:00,491,491
1642,28/11/2018 , 12:22:00,760,760
1643,28/11/2018 , 12:23:00,431,431
1644,28/11/2018 , 12:24:00,460,460
1645,28/11/2018 , 12:25:00,365,365
1646,28/11/2018 , 12:26:00,351,351
1647,28/11/2018 , 12:27:00,432,432
1648,28/11/2018 , 12:28:00,417,417
1649,28/11/2018 , 12:29:00,413,413
1650,28/11/2018 , 12:30:00,627,627
1651,28/11/2018 , 12:31:00,413,413
1652,28/11/2018 , 12:32:00,466,466
1653,28/11/2018 , 12:33:00,547,547
1654,28/11/2018 , 12:34:00,784,784
1655,28/11/2018 , 12:35:00,822,822
1656,28/11/2018 , 12:36:00,502,502
1657,28/11/2018 , 12:37:00,305,305
1658,28/11/2018 , 12:38:00,597,597
1659,28/11/2018 , 12:39:00,314,314
1660,28/11/2018 , 12:40:00,378,378
1661,28/11/2018 , 12:41:00,252,252
1662,28/11/2018 , 12:42:00,188,188
1663,28/11/2018 , 12:43:00,155,155
1664,28/11/2018 , 12:44:00,158,158
1665,28/11/2018 , 12:45:00,171,171
1666,28/11/2018 , 12:46:00,178,178
1667,28/11/2018 , 12:47:00,193,193
1668,28/11/2018 , 12:48:00,228,228
1669,28/11/2018 , 12:49:00,329,329
1670,28/11/2018 , 12:50:00,686,686
1671,28/11/2018 , 12:51:00,930,930
1672,28/11/2018 , 12:52:00,880,880
1673,28/11/2018 , 12:53:00,838,838
1674,28/11/2018 , 12:54:00,814,814
1675,28/11/2018 , 12:55:00,784,784
1676,28/11/2018 , 12:56:00,737,737
1677,28/11/2018 , 12:57:00,765,765
1678,28/11/2018 , 12:58:00,791,791
1679,28/11/2018 , 12:59:00,778,778
1680,28/11/2018 , 13:00:00,774,774
1681,28/11/2018 , 13:01:00,773,773
1682,28/11/2018 , 13:02:00,757,757
1683,28/11/2018 , 13:03:00,657,657
1684,28/11/2018 , 13:04:00,669,669
1685,28/11/2018 , 13:05:00,796,796
1686,28/11/2018 , 13:06:00,800,800
1687,28/11/2018 , 13:07:00,687,687
1688,28/11/2018 , 13:08:00,129,129
1689,28/11/2018 , 13:09:00,204,204
1690,28/11/2018 , 13:10:00,770,770
1691,28/11/2018 , 13:11:00,689,689
1692,28/11/2018 , 13:12:00,485,485
1693,28/11/2018 , 13:13:00,319,319
1694,28/11/2018 , 13:14:00,402,402
1695,28/11/2018 , 13:15:00,806,806
1696,28/11/2018 , 13:16:00,414,414
1697,28/11/2018 , 13:17:00,777,777
1698,28/11/2018 , 13:18:00,707,707
1699,28/11/2018 , 13:19:00,193,193
1700,28/11/2018 , 13:20:00,155,155
1701,28/11/2018 , 13:21:00,121,121
1702,28/11/2018 , 13:22:00,118,118
1703,28/11/2018 , 13:23:00,109,109
1704,28/11/2018 , 13:24:00,99,99
1705,28/11/2018 , 13:25:00,102,102
1706,28/11/2018 , 13:26:00,108,108
1707,28/11/2018 , 13:27:00,109,109
1708,28/11/2018 , 13:28:00,110,110
1709,28/11/2018 , 13:29:00,109,109
1710,28/11/2018 , 13:30:00,111,111
1711,28/11/2018 , 13:31:00,122,122
1712,28/11/2018 , 13:32:00,139,139
1713,28/11/2018 , 13:33:00,166,166
1714,28/11/2018 , 13:34:00,269,269
1715,28/11/2018 , 13:35:00,593,593
1716,28/11/2018 , 13:36:00,495,495
1717,28/11/2018 , 13:37:00,320,320
1718,28/11/2018 , 13:38:00,281,281
1719,28/11/2018 , 13:39:00,251,251
1720,28/11/2018 , 13:40:00,259,259
1721,28/11/2018 , 13:41:00,399,399
1722,28/11/2018 , 13:42:00,302,302
1723,28/11/2018 , 13:43:00,290,290
1724,28/11/2018 , 13:44:00,645,645
1725,28/11/2018 , 13:45:00,940,940
1726,28/11/2018 , 13:46:00,964,964
1727,28/11/2018 , 13:47:00,871,871
1728,28/11/2018 , 13:48:00,778,778
1729,28/11/2018 , 13:49:00,550,550
1730,28/11/2018 , 13:50:00,796,796
1731,28/11/2018 , 13:51:00,666,666
1732,28/11/2018 , 13:52:00,487,487
1733,28/11/2018 , 13:53:00,402,402
1734,28/11/2018 , 13:54:00,480,480
1735,28/11/2018 , 13:55:00,749,749
1736,28/11/2018 , 13:56:00,801,801
1737,28/11/2018 , 13:57:00,805,805
1738,28/11/2018 , 13:58:00,701,701
1739,28/11/2018 , 13:59:00,803,803
1740,28/11/2018 , 14:00:00,782,782
1741,28/11/2018 , 14:01:00,771,771
1742,28/11/2018 , 14:02:00,808,808
1743,28/11/2018 , 14:03:00,649,649
1744,28/11/2018 , 14:04:00,675,675
1745,28/11/2018 , 14:05:00,722,722
1746,28/11/2018 , 14:06:00,197,197
1747,28/11/2018 , 14:07:00,136,136
1748,28/11/2018 , 14:08:00,112,112
1749,28/11/2018 , 14:09:00,112,112
1750,28/11/2018 , 14:10:00,110,110
1751,28/11/2018 , 14:11:00,100,100
1752,28/11/2018 , 14:12:00,93,93
1753,28/11/2018 , 14:13:00,140,140
1754,28/11/2018 , 14:14:00,138,138
1755,28/11/2018 , 14:15:00,147,147
1756,28/11/2018 , 14:16:00,134,134
1757,28/11/2018 , 14:17:00,128,128
1758,28/11/2018 , 14:18:00,133,133
1759,28/11/2018 , 14:19:00,155,155
1760,28/11/2018 , 14:20:00,191,191
1761,28/11/2018 , 14:21:00,191,191
1762,28/11/2018 , 14:22:00,193,193
1763,28/11/2018 , 14:23:00,201,201
1764,28/11/2018 , 14:24:00,173,173
1765,28/11/2018 , 14:25:00,143,143
1766,28/11/2018 , 14:26:00,150,150
1767,28/11/2018 , 14:27:00,165,165
1768,28/11/2018 , 14:28:00,189,189
1769,28/11/2018 , 14:29:00,218,218
1770,28/11/2018 , 14:30:00,260,260
1771,28/11/2018 , 14:31:00,258,258
1772,28/11/2018 , 14:32:00,243,243
1773,28/11/2018 , 14:33:00,249,249
1774,28/11/2018 , 14:34:00,272,272
1775,28/11/2018 , 14:35:00,264,264
1776,28/11/2018 , 14:36:00,222,222
1777,28/11/2018 , 14:37:00,179,179
1778,28/11/2018 , 14:38:00,155,155
1779,28/11/2018 , 14:39:00,146,146
1780,28/11/2018 , 14:40:00,139,139
1781,28/11/2018 , 14:41:00,140,140
1782,28/11/2018 , 14:42:00,148,148
1783,28/11/2018 , 14:43:00,156,156
1784,28/11/2018 , 14:44:00,165,165
1785,28/11/2018 , 14:45:00,175,175
1786,28/11/2018 , 14:46:00,190,190
1787,28/11/2018 , 14:47:00,206,206
1788,28/11/2018 , 14:48:00,221,221
1789,28/11/2018 , 14:49:00,239,239
1790,28/11/2018 , 14:50:00,259,259
1791,28/11/2018 , 14:51:00,282,282
1792,28/11/2018 , 14:52:00,285,285
1793,28/11/2018 , 14:53:00,286,286
1794,28/11/2018 , 14:54:00,263,263
1795,28/11/2018 , 14:55:00,256,256
1796,28/11/2018 , 14:56:00,249,249
1797,28/11/2018 , 14:57:00,246,246
1798,28/11/2018 , 14:58:00,246,246
1799,28/11/2018 , 14:59:00,249,249
1800,28/11/2018 , 15:00:00,248,248
1801,28/11/2018 , 15:01:00,240,240
1802,28/11/2018 , 15:02:00,235,235
1803,28/11/2018 , 15:03:00,229,229
1804,28/11/2018 , 15:04:00,226,226
1805,28/11/2018 , 15:05:00,222,222
1806,28/11/2018 , 15:06:00,221,221
1807,28/11/2018 , 15:07:00,225,225
1808,28/11/2018 , 15:08:00,232,232
1809,28/11/2018 , 15:09:00,234,234
1810,28/11/2018 , 15:10:00,232,232
1811,28/11/2018 , 15:11:00,224,224
1812,28/11/2018 , 15:12:00,217,217
1813,28/11/2018 , 15:13:00,209,209
1814,28/11/2018 , 15:14:00,202,202
1815,28/11/2018 , 15:15:00,199,199
1816,28/11/2018 , 15:16:00,197,197
1817,28/11/2018 , 15:17:00,197,197
1818,28/11/2018 , 15:18:00,199,199
1819,28/11/2018 , 15:19:00,208,208
1820,28/11/2018 , 15:20:00,225,225
1821,28/11/2018 , 15:21:00,249,249
1822,28/11/2018 , 15:22:00,273,273
1823,28/11/2018 , 15:23:00,296,296
1824,28/11/2018 , 15:24:00,317,317
1825,28/11/2018 , 15:25:00,356,356
1826,28/11/2018 , 15:26:00,410,410
1827,28/11/2018 , 15:27:00,278,278
1828,28/11/2018 , 15:28:00,173,173
1829,28/11/2018 , 15:29:00,101,101
1830,28/11/2018 , 15:30:00,74,74
1831,28/11/2018 , 15:31:00,81,81
1832,28/11/2018 , 15:32:00,89,89
1833,28/11/2018 , 15:33:00,90,90
1834,28/11/2018 , 15:34:00,86,86
1835,28/11/2018 , 15:35:00,106,106
1836,28/11/2018 , 15:36:00,131,131
1837,28/11/2018 , 15:37:00,148,148
1838,28/11/2018 , 15:38:00,158,158
1839,28/11/2018 , 15:39:00,169,169
1840,28/11/2018 , 15:40:00,161,161
1841,28/11/2018 , 15:41:00,156,156
1842,28/11/2018 , 15:42:00,155,155
1843,28/11/2018 , 15:43:00,161,161
1844,28/11/2018 , 15:44:00,170,170
1845,28/11/2018 , 15:45:00,179,179
1846,28/11/2018 , 15:46:00,200,200
1847,28/11/2018 , 15:47:00,218,218
1848,28/11/2018 , 15:48:00,230,230
1849,28/11/2018 , 15:49:00,240,240
1850,28/11/2018 , 15:50:00,246,246
1851,28/11/2018 , 15:51:00,247,247
1852,28/11/2018 , 15:52:00,245,245
1853,28/11/2018 , 15:53:00,241,241
1854,28/11/2018 , 15:54:00,234,234
1855,28/11/2018 , 15:55:00,226,226
1856,28/11/2018 , 15:56:00,217,217
1857,28/11/2018 , 15:57:00,208,208
1858,28/11/2018 , 15:58:00,206,206
1859,28/11/2018 , 15:59:00,187,187
1860,28/11/2018 , 16:00:00,169,169
1861,28/11/2018 , 16:01:00,161,161
1862,28/11/2018 , 16:02:00,160,160
1863,28/11/2018 , 16:03:00,152,152
1864,28/11/2018 , 16:04:00,153,153
1865,28/11/2018 , 16:05:00,162,162
1866,28/11/2018 , 16:06:00,175,175
1867,28/11/2018 , 16:07:00,184,184
1868,28/11/2018 , 16:08:00,187,187
1869,28/11/2018 , 16:09:00,170,170
1870,28/11/2018 , 16:10:00,151,151
1871,28/11/2018 , 16:11:00,164,164
1872,28/11/2018 , 16:12:00,180,180
1873,28/11/2018 , 16:13:00,190,190
1874,28/11/2018 , 16:14:00,181,181
1875,28/11/2018 , 16:15:00,174,174
1876,28/11/2018 , 16:16:00,166,166
1877,28/11/2018 , 16:17:00,122,122
1878,28/11/2018 , 16:18:00,88,88
1879,28/11/2018 , 16:19:00,83,83
1880,28/11/2018 , 16:20:00,118,118
1881,28/11/2018 , 16:21:00,85,85
1882,28/11/2018 , 16:22:00,6,6
1883,28/11/2018 , 16:23:00,1,1
1884,28/11/2018 , 16:24:00,0,0
1885,28/11/2018 , 16:25:00,1,1
1886,28/11/2018 , 16:26:00,1,1
1887,28/11/2018 , 16:27:00,0,0
1888,28/11/2018 , 16:28:00,1,1
1889,28/11/2018 , 16:29:00,1,1
1890,28/11/2018 , 16:30:00,0,0
1891,28/11/2018 , 16:31:00,1,1
1892,28/11/2018 , 16:32:00,1,1
1893,28/11/2018 , 16:33:00,0,0
1894,28/11/2018 , 16:34:00,1,1
1895,28/11/2018 , 16:35:00,0,0
1896,28/11/2018 , 16:36:00,1,1
1897,28/11/2018 , 16:37:00,1,1
1898,28/11/2018 , 16:38:00,0,0
1899,28/11/2018 , 16:39:00,1,1
1900,28/11/2018 , 16:40:00,0,0
1901,28/11/2018 , 16:41:00,1,1
1902,28/11/2018 , 16:42:00,0,0
1903,28/11/2018 , 16:43:00,1,1
1904,28/11/2018 , 16:44:00,0,0
1905,28/11/2018 , 16:45:00,0,0
1906,28/11/2018 , 16:46:00,0,0
1907,28/11/2018 , 16:47:00,1,1
1908,28/11/2018 , 16:48:00,0,0
1909,28/11/2018 , 16:49:00,0,0
1910,28/11/2018 , 16:50:00,0,0
1911,28/11/2018 , 16:51:00,1,1
1912,28/11/2018 , 16:52:00,0,0
1913,28/11/2018 , 16:53:00,0,0
1914,28/11/2018 , 16:54:00,1,1
1915,28/11/2018 , 16:55:00,0,0
1916,28/11/2018 , 16:56:00,0,0
1917,28/11/2018 , 16:57:00,1,1
1918,28/11/2018 , 16:58:00,0,0
1919,28/11/2018 , 16:59:00,0,0
