Site Name ,EXPERIMENT
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,4607


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

642,27/11/2018 , 19:42:00,0,0
643,27/11/2018 , 19:43:00,0,0
644,27/11/2018 , 19:44:00,0,0
645,27/11/2018 , 19:45:00,0,0
646,27/11/2018 , 19:46:00,0,0
647,27/11/2018 , 19:47:00,0,0
648,27/11/2018 , 19:48:00,0,0
649,27/11/2018 , 19:49:00,0,0
650,27/11/2018 , 19:50:00,0,0
651,27/11/2018 , 19:51:00,0,0
652,27/11/2018 , 19:52:00,0,0
653,27/11/2018 , 19:53:00,0,0
654,27/11/2018 , 19:54:00,0,0
655,27/11/2018 , 19:55:00,0,0
656,27/11/2018 , 19:56:00,0,0
657,27/11/2018 , 19:57:00,0,0
658,27/11/2018 , 19:58:00,0,0
659,27/11/2018 , 19:59:00,0,0
660,27/11/2018 , 20:00:00,0,0
661,27/11/2018 , 20:01:00,0,0
662,27/11/2018 , 20:02:00,0,0
663,27/11/2018 , 20:03:00,0,0
664,27/11/2018 , 20:04:00,0,0
665,27/11/2018 , 20:05:00,0,0
666,27/11/2018 , 20:06:00,0,0
667,27/11/2018 , 20:07:00,0,0
668,27/11/2018 , 20:08:00,0,0
669,27/11/2018 , 20:09:00,0,0
670,27/11/2018 , 20:10:00,0,0
671,27/11/2018 , 20:11:00,0,0
672,27/11/2018 , 20:12:00,0,0
673,27/11/2018 , 20:13:00,0,0
674,27/11/2018 , 20:14:00,0,0
675,27/11/2018 , 20:15:00,0,0
676,27/11/2018 , 20:16:00,0,0
677,27/11/2018 , 20:17:00,0,0
678,27/11/2018 , 20:18:00,0,0
679,27/11/2018 , 20:19:00,0,0
680,27/11/2018 , 20:20:00,0,0
681,27/11/2018 , 20:21:00,0,0
682,27/11/2018 , 20:22:00,0,0
683,27/11/2018 , 20:23:00,0,0
684,27/11/2018 , 20:24:00,0,0
685,27/11/2018 , 20:25:00,0,0
686,27/11/2018 , 20:26:00,0,0
687,27/11/2018 , 20:27:00,0,0
688,27/11/2018 , 20:28:00,0,0
689,27/11/2018 , 20:29:00,0,0
690,27/11/2018 , 20:30:00,0,0
691,27/11/2018 , 20:31:00,0,0
692,27/11/2018 , 20:32:00,0,0
693,27/11/2018 , 20:33:00,0,0
694,27/11/2018 , 20:34:00,0,0
695,27/11/2018 , 20:35:00,0,0
696,27/11/2018 , 20:36:00,0,0
697,27/11/2018 , 20:37:00,0,0
698,27/11/2018 , 20:38:00,0,0
699,27/11/2018 , 20:39:00,0,0
700,27/11/2018 , 20:40:00,0,0
701,27/11/2018 , 20:41:00,0,0
702,27/11/2018 , 20:42:00,0,0
703,27/11/2018 , 20:43:00,0,0
704,27/11/2018 , 20:44:00,0,0
705,27/11/2018 , 20:45:00,0,0
706,27/11/2018 , 20:46:00,0,0
707,27/11/2018 , 20:47:00,0,0
708,27/11/2018 , 20:48:00,0,0
709,27/11/2018 , 20:49:00,0,0
710,27/11/2018 , 20:50:00,0,0
711,27/11/2018 , 20:51:00,0,0
712,27/11/2018 , 20:52:00,0,0
713,27/11/2018 , 20:53:00,0,0
714,27/11/2018 , 20:54:00,0,0
715,27/11/2018 , 20:55:00,0,0
716,27/11/2018 , 20:56:00,0,0
717,27/11/2018 , 20:57:00,0,0
718,27/11/2018 , 20:58:00,0,0
719,27/11/2018 , 20:59:00,0,0
720,27/11/2018 , 21:00:00,0,0
721,27/11/2018 , 21:01:00,0,0
722,27/11/2018 , 21:02:00,0,0
723,27/11/2018 , 21:03:00,0,0
724,27/11/2018 , 21:04:00,0,0
725,27/11/2018 , 21:05:00,0,0
726,27/11/2018 , 21:06:00,0,0
727,27/11/2018 , 21:07:00,0,0
728,27/11/2018 , 21:08:00,0,0
729,27/11/2018 , 21:09:00,0,0
730,27/11/2018 , 21:10:00,0,0
731,27/11/2018 , 21:11:00,0,0
732,27/11/2018 , 21:12:00,0,0
733,27/11/2018 , 21:13:00,0,0
734,27/11/2018 , 21:14:00,0,0
735,27/11/2018 , 21:15:00,0,0
736,27/11/2018 , 21:16:00,0,0
737,27/11/2018 , 21:17:00,0,0
738,27/11/2018 , 21:18:00,0,0
739,27/11/2018 , 21:19:00,0,0
740,27/11/2018 , 21:20:00,0,0
741,27/11/2018 , 21:21:00,0,0
742,27/11/2018 , 21:22:00,0,0
743,27/11/2018 , 21:23:00,0,0
744,27/11/2018 , 21:24:00,0,0
745,27/11/2018 , 21:25:00,0,0
746,27/11/2018 , 21:26:00,0,0
747,27/11/2018 , 21:27:00,0,0
748,27/11/2018 , 21:28:00,0,0
749,27/11/2018 , 21:29:00,0,0
750,27/11/2018 , 21:30:00,0,0
751,27/11/2018 , 21:31:00,0,0
752,27/11/2018 , 21:32:00,0,0
753,27/11/2018 , 21:33:00,0,0
754,27/11/2018 , 21:34:00,0,0
755,27/11/2018 , 21:35:00,0,0
756,27/11/2018 , 21:36:00,0,0
757,27/11/2018 , 21:37:00,0,0
758,27/11/2018 , 21:38:00,0,0
759,27/11/2018 , 21:39:00,0,0
760,27/11/2018 , 21:40:00,0,0
761,27/11/2018 , 21:41:00,0,0
762,27/11/2018 , 21:42:00,0,0
763,27/11/2018 , 21:43:00,0,0
764,27/11/2018 , 21:44:00,0,0
765,27/11/2018 , 21:45:00,0,0
766,27/11/2018 , 21:46:00,0,0
767,27/11/2018 , 21:47:00,0,0
768,27/11/2018 , 21:48:00,0,0
769,27/11/2018 , 21:49:00,0,0
770,27/11/2018 , 21:50:00,0,0
771,27/11/2018 , 21:51:00,0,0
772,27/11/2018 , 21:52:00,0,0
773,27/11/2018 , 21:53:00,0,0
774,27/11/2018 , 21:54:00,0,0
775,27/11/2018 , 21:55:00,0,0
776,27/11/2018 , 21:56:00,0,0
777,27/11/2018 , 21:57:00,0,0
778,27/11/2018 , 21:58:00,0,0
779,27/11/2018 , 21:59:00,0,0
780,27/11/2018 , 22:00:00,0,0
781,27/11/2018 , 22:01:00,0,0
782,27/11/2018 , 22:02:00,0,0
783,27/11/2018 , 22:03:00,0,0
784,27/11/2018 , 22:04:00,0,0
785,27/11/2018 , 22:05:00,0,0
786,27/11/2018 , 22:06:00,0,0
787,27/11/2018 , 22:07:00,0,0
788,27/11/2018 , 22:08:00,0,0
789,27/11/2018 , 22:09:00,0,0
790,27/11/2018 , 22:10:00,0,0
791,27/11/2018 , 22:11:00,0,0
792,27/11/2018 , 22:12:00,0,0
793,27/11/2018 , 22:13:00,0,0
794,27/11/2018 , 22:14:00,0,0
795,27/11/2018 , 22:15:00,0,0
796,27/11/2018 , 22:16:00,0,0
797,27/11/2018 , 22:17:00,0,0
798,27/11/2018 , 22:18:00,0,0
799,27/11/2018 , 22:19:00,0,0
800,27/11/2018 , 22:20:00,0,0
801,27/11/2018 , 22:21:00,0,0
802,27/11/2018 , 22:22:00,0,0
803,27/11/2018 , 22:23:00,0,0
804,27/11/2018 , 22:24:00,0,0
805,27/11/2018 , 22:25:00,0,0
806,27/11/2018 , 22:26:00,0,0
807,27/11/2018 , 22:27:00,0,0
808,27/11/2018 , 22:28:00,0,0
809,27/11/2018 , 22:29:00,0,0
810,27/11/2018 , 22:30:00,0,0
811,27/11/2018 , 22:31:00,0,0
812,27/11/2018 , 22:32:00,0,0
813,27/11/2018 , 22:33:00,0,0
814,27/11/2018 , 22:34:00,0,0
815,27/11/2018 , 22:35:00,0,0
816,27/11/2018 , 22:36:00,0,0
817,27/11/2018 , 22:37:00,0,0
818,27/11/2018 , 22:38:00,0,0
819,27/11/2018 , 22:39:00,0,0
820,27/11/2018 , 22:40:00,0,0
821,27/11/2018 , 22:41:00,0,0
822,27/11/2018 , 22:42:00,0,0
823,27/11/2018 , 22:43:00,0,0
824,27/11/2018 , 22:44:00,0,0
825,27/11/2018 , 22:45:00,0,0
826,27/11/2018 , 22:46:00,0,0
827,27/11/2018 , 22:47:00,0,0
828,27/11/2018 , 22:48:00,0,0
829,27/11/2018 , 22:49:00,0,0
830,27/11/2018 , 22:50:00,0,0
831,27/11/2018 , 22:51:00,0,0
832,27/11/2018 , 22:52:00,0,0
833,27/11/2018 , 22:53:00,0,0
834,27/11/2018 , 22:54:00,0,0
835,27/11/2018 , 22:55:00,0,0
836,27/11/2018 , 22:56:00,0,0
837,27/11/2018 , 22:57:00,0,0
838,27/11/2018 , 22:58:00,0,0
839,27/11/2018 , 22:59:00,0,0
840,27/11/2018 , 23:00:00,0,0
841,27/11/2018 , 23:01:00,0,0
842,27/11/2018 , 23:02:00,0,0
843,27/11/2018 , 23:03:00,0,0
844,27/11/2018 , 23:04:00,0,0
845,27/11/2018 , 23:05:00,0,0
846,27/11/2018 , 23:06:00,0,0
847,27/11/2018 , 23:07:00,0,0
848,27/11/2018 , 23:08:00,0,0
849,27/11/2018 , 23:09:00,0,0
850,27/11/2018 , 23:10:00,0,0
851,27/11/2018 , 23:11:00,0,0
852,27/11/2018 , 23:12:00,0,0
853,27/11/2018 , 23:13:00,0,0
854,27/11/2018 , 23:14:00,0,0
855,27/11/2018 , 23:15:00,0,0
856,27/11/2018 , 23:16:00,0,0
857,27/11/2018 , 23:17:00,0,0
858,27/11/2018 , 23:18:00,0,0
859,27/11/2018 , 23:19:00,0,0
860,27/11/2018 , 23:20:00,0,0
861,27/11/2018 , 23:21:00,0,0
862,27/11/2018 , 23:22:00,0,0
863,27/11/2018 , 23:23:00,0,0
864,27/11/2018 , 23:24:00,0,0
865,27/11/2018 , 23:25:00,0,0
866,27/11/2018 , 23:26:00,0,0
867,27/11/2018 , 23:27:00,0,0
868,27/11/2018 , 23:28:00,0,0
869,27/11/2018 , 23:29:00,0,0
870,27/11/2018 , 23:30:00,0,0
871,27/11/2018 , 23:31:00,0,0
872,27/11/2018 , 23:32:00,0,0
873,27/11/2018 , 23:33:00,0,0
874,27/11/2018 , 23:34:00,0,0
875,27/11/2018 , 23:35:00,0,0
876,27/11/2018 , 23:36:00,0,0
877,27/11/2018 , 23:37:00,0,0
878,27/11/2018 , 23:38:00,0,0
879,27/11/2018 , 23:39:00,0,0
880,27/11/2018 , 23:40:00,0,0
881,27/11/2018 , 23:41:00,0,0
882,27/11/2018 , 23:42:00,0,0
883,27/11/2018 , 23:43:00,0,0
884,27/11/2018 , 23:44:00,0,0
885,27/11/2018 , 23:45:00,0,0
886,27/11/2018 , 23:46:00,0,0
887,27/11/2018 , 23:47:00,0,0
888,27/11/2018 , 23:48:00,0,0
889,27/11/2018 , 23:49:00,0,0
890,27/11/2018 , 23:50:00,0,0
891,27/11/2018 , 23:51:00,0,0
892,27/11/2018 , 23:52:00,0,0
893,27/11/2018 , 23:53:00,0,0
894,27/11/2018 , 23:54:00,0,0
895,27/11/2018 , 23:55:00,0,0
896,27/11/2018 , 23:56:00,0,0
897,27/11/2018 , 23:57:00,0,0
898,27/11/2018 , 23:58:00,0,0
899,27/11/2018 , 23:59:00,0,0
900,27/11/2018 , 24:00:00,0,0
901,28/11/2018 , 00:01:00,0,0
902,28/11/2018 , 00:02:00,0,0
903,28/11/2018 , 00:03:00,0,0
904,28/11/2018 , 00:04:00,0,0
905,28/11/2018 , 00:05:00,0,0
906,28/11/2018 , 00:06:00,0,0
907,28/11/2018 , 00:07:00,0,0
908,28/11/2018 , 00:08:00,0,0
909,28/11/2018 , 00:09:00,0,0
910,28/11/2018 , 00:10:00,0,0
911,28/11/2018 , 00:11:00,0,0
912,28/11/2018 , 00:12:00,0,0
913,28/11/2018 , 00:13:00,0,0
914,28/11/2018 , 00:14:00,0,0
915,28/11/2018 , 00:15:00,0,0
916,28/11/2018 , 00:16:00,0,0
917,28/11/2018 , 00:17:00,0,0
918,28/11/2018 , 00:18:00,0,0
919,28/11/2018 , 00:19:00,0,0
920,28/11/2018 , 00:20:00,0,0
921,28/11/2018 , 00:21:00,0,0
922,28/11/2018 , 00:22:00,0,0
923,28/11/2018 , 00:23:00,0,0
924,28/11/2018 , 00:24:00,0,0
925,28/11/2018 , 00:25:00,0,0
926,28/11/2018 , 00:26:00,0,0
927,28/11/2018 , 00:27:00,0,0
928,28/11/2018 , 00:28:00,0,0
929,28/11/2018 , 00:29:00,0,0
930,28/11/2018 , 00:30:00,0,0
931,28/11/2018 , 00:31:00,0,0
932,28/11/2018 , 00:32:00,0,0
933,28/11/2018 , 00:33:00,0,0
934,28/11/2018 , 00:34:00,0,0
935,28/11/2018 , 00:35:00,0,0
936,28/11/2018 , 00:36:00,0,0
937,28/11/2018 , 00:37:00,0,0
938,28/11/2018 , 00:38:00,0,0
939,28/11/2018 , 00:39:00,0,0
940,28/11/2018 , 00:40:00,0,0
941,28/11/2018 , 00:41:00,0,0
942,28/11/2018 , 00:42:00,0,0
943,28/11/2018 , 00:43:00,0,0
944,28/11/2018 , 00:44:00,0,0
945,28/11/2018 , 00:45:00,0,0
946,28/11/2018 , 00:46:00,0,0
947,28/11/2018 , 00:47:00,0,0
948,28/11/2018 , 00:48:00,0,0
949,28/11/2018 , 00:49:00,0,0
950,28/11/2018 , 00:50:00,0,0
951,28/11/2018 , 00:51:00,0,0
952,28/11/2018 , 00:52:00,0,0
953,28/11/2018 , 00:53:00,0,0
954,28/11/2018 , 00:54:00,0,0
955,28/11/2018 , 00:55:00,0,0
956,28/11/2018 , 00:56:00,0,0
957,28/11/2018 , 00:57:00,0,0
958,28/11/2018 , 00:58:00,0,0
959,28/11/2018 , 00:59:00,0,0
960,28/11/2018 , 01:00:00,0,0
961,28/11/2018 , 01:01:00,0,0
962,28/11/2018 , 01:02:00,0,0
963,28/11/2018 , 01:03:00,0,0
964,28/11/2018 , 01:04:00,0,0
965,28/11/2018 , 01:05:00,0,0
966,28/11/2018 , 01:06:00,0,0
967,28/11/2018 , 01:07:00,0,0
968,28/11/2018 , 01:08:00,0,0
969,28/11/2018 , 01:09:00,0,0
970,28/11/2018 , 01:10:00,0,0
971,28/11/2018 , 01:11:00,0,0
972,28/11/2018 , 01:12:00,0,0
973,28/11/2018 , 01:13:00,0,0
974,28/11/2018 , 01:14:00,0,0
975,28/11/2018 , 01:15:00,0,0
976,28/11/2018 , 01:16:00,0,0
977,28/11/2018 , 01:17:00,0,0
978,28/11/2018 , 01:18:00,0,0
979,28/11/2018 , 01:19:00,0,0
980,28/11/2018 , 01:20:00,0,0
981,28/11/2018 , 01:21:00,0,0
982,28/11/2018 , 01:22:00,0,0
983,28/11/2018 , 01:23:00,0,0
984,28/11/2018 , 01:24:00,0,0
985,28/11/2018 , 01:25:00,0,0
986,28/11/2018 , 01:26:00,0,0
987,28/11/2018 , 01:27:00,0,0
988,28/11/2018 , 01:28:00,0,0
989,28/11/2018 , 01:29:00,0,0
990,28/11/2018 , 01:30:00,0,0
991,28/11/2018 , 01:31:00,0,0
992,28/11/2018 , 01:32:00,0,0
993,28/11/2018 , 01:33:00,0,0
994,28/11/2018 , 01:34:00,0,0
995,28/11/2018 , 01:35:00,0,0
996,28/11/2018 , 01:36:00,0,0
997,28/11/2018 , 01:37:00,0,0
998,28/11/2018 , 01:38:00,0,0
999,28/11/2018 , 01:39:00,0,0
1000,28/11/2018 , 01:40:00,0,0
1001,28/11/2018 , 01:41:00,0,0
1002,28/11/2018 , 01:42:00,0,0
1003,28/11/2018 , 01:43:00,0,0
1004,28/11/2018 , 01:44:00,0,0
1005,28/11/2018 , 01:45:00,0,0
1006,28/11/2018 , 01:46:00,0,0
1007,28/11/2018 , 01:47:00,0,0
1008,28/11/2018 , 01:48:00,0,0
1009,28/11/2018 , 01:49:00,0,0
1010,28/11/2018 , 01:50:00,0,0
1011,28/11/2018 , 01:51:00,0,0
1012,28/11/2018 , 01:52:00,0,0
1013,28/11/2018 , 01:53:00,0,0
1014,28/11/2018 , 01:54:00,0,0
1015,28/11/2018 , 01:55:00,0,0
1016,28/11/2018 , 01:56:00,0,0
1017,28/11/2018 , 01:57:00,0,0
1018,28/11/2018 , 01:58:00,0,0
1019,28/11/2018 , 01:59:00,0,0
1020,28/11/2018 , 02:00:00,0,0
1021,28/11/2018 , 02:01:00,0,0
1022,28/11/2018 , 02:02:00,0,0
1023,28/11/2018 , 02:03:00,0,0
1024,28/11/2018 , 02:04:00,0,0
1025,28/11/2018 , 02:05:00,0,0
1026,28/11/2018 , 02:06:00,0,0
1027,28/11/2018 , 02:07:00,0,0
1028,28/11/2018 , 02:08:00,0,0
1029,28/11/2018 , 02:09:00,0,0
1030,28/11/2018 , 02:10:00,0,0
1031,28/11/2018 , 02:11:00,0,0
1032,28/11/2018 , 02:12:00,0,0
1033,28/11/2018 , 02:13:00,0,0
1034,28/11/2018 , 02:14:00,0,0
1035,28/11/2018 , 02:15:00,0,0
1036,28/11/2018 , 02:16:00,0,0
1037,28/11/2018 , 02:17:00,0,0
1038,28/11/2018 , 02:18:00,0,0
1039,28/11/2018 , 02:19:00,0,0
1040,28/11/2018 , 02:20:00,0,0
1041,28/11/2018 , 02:21:00,0,0
1042,28/11/2018 , 02:22:00,0,0
1043,28/11/2018 , 02:23:00,0,0
1044,28/11/2018 , 02:24:00,0,0
1045,28/11/2018 , 02:25:00,0,0
1046,28/11/2018 , 02:26:00,0,0
1047,28/11/2018 , 02:27:00,0,0
1048,28/11/2018 , 02:28:00,0,0
1049,28/11/2018 , 02:29:00,0,0
1050,28/11/2018 , 02:30:00,0,0
1051,28/11/2018 , 02:31:00,0,0
1052,28/11/2018 , 02:32:00,0,0
1053,28/11/2018 , 02:33:00,0,0
1054,28/11/2018 , 02:34:00,0,0
1055,28/11/2018 , 02:35:00,0,0
1056,28/11/2018 , 02:36:00,0,0
1057,28/11/2018 , 02:37:00,0,0
1058,28/11/2018 , 02:38:00,0,0
1059,28/11/2018 , 02:39:00,0,0
1060,28/11/2018 , 02:40:00,0,0
1061,28/11/2018 , 02:41:00,0,0
1062,28/11/2018 , 02:42:00,0,0
1063,28/11/2018 , 02:43:00,0,0
1064,28/11/2018 , 02:44:00,0,0
1065,28/11/2018 , 02:45:00,0,0
1066,28/11/2018 , 02:46:00,0,0
1067,28/11/2018 , 02:47:00,0,0
1068,28/11/2018 , 02:48:00,0,0
1069,28/11/2018 , 02:49:00,0,0
1070,28/11/2018 , 02:50:00,0,0
1071,28/11/2018 , 02:51:00,0,0
1072,28/11/2018 , 02:52:00,0,0
1073,28/11/2018 , 02:53:00,0,0
1074,28/11/2018 , 02:54:00,0,0
1075,28/11/2018 , 02:55:00,0,0
1076,28/11/2018 , 02:56:00,0,0
1077,28/11/2018 , 02:57:00,0,0
1078,28/11/2018 , 02:58:00,0,0
1079,28/11/2018 , 02:59:00,0,0
1080,28/11/2018 , 03:00:00,0,0
1081,28/11/2018 , 03:01:00,0,0
1082,28/11/2018 , 03:02:00,0,0
1083,28/11/2018 , 03:03:00,0,0
1084,28/11/2018 , 03:04:00,0,0
1085,28/11/2018 , 03:05:00,0,0
1086,28/11/2018 , 03:06:00,0,0
1087,28/11/2018 , 03:07:00,0,0
1088,28/11/2018 , 03:08:00,0,0
1089,28/11/2018 , 03:09:00,0,0
1090,28/11/2018 , 03:10:00,0,0
1091,28/11/2018 , 03:11:00,0,0
1092,28/11/2018 , 03:12:00,0,0
1093,28/11/2018 , 03:13:00,0,0
1094,28/11/2018 , 03:14:00,0,0
1095,28/11/2018 , 03:15:00,0,0
1096,28/11/2018 , 03:16:00,0,0
1097,28/11/2018 , 03:17:00,0,0
1098,28/11/2018 , 03:18:00,0,0
1099,28/11/2018 , 03:19:00,0,0
1100,28/11/2018 , 03:20:00,0,0
1101,28/11/2018 , 03:21:00,0,0
1102,28/11/2018 , 03:22:00,0,0
1103,28/11/2018 , 03:23:00,0,0
1104,28/11/2018 , 03:24:00,0,0
1105,28/11/2018 , 03:25:00,0,0
1106,28/11/2018 , 03:26:00,0,0
1107,28/11/2018 , 03:27:00,0,0
1108,28/11/2018 , 03:28:00,0,0
1109,28/11/2018 , 03:29:00,0,0
1110,28/11/2018 , 03:30:00,0,0
1111,28/11/2018 , 03:31:00,0,0
1112,28/11/2018 , 03:32:00,0,0
1113,28/11/2018 , 03:33:00,0,0
1114,28/11/2018 , 03:34:00,0,0
1115,28/11/2018 , 03:35:00,0,0
1116,28/11/2018 , 03:36:00,0,0
1117,28/11/2018 , 03:37:00,0,0
1118,28/11/2018 , 03:38:00,0,0
1119,28/11/2018 , 03:39:00,0,0
1120,28/11/2018 , 03:40:00,0,0
1121,28/11/2018 , 03:41:00,0,0
1122,28/11/2018 , 03:42:00,0,0
1123,28/11/2018 , 03:43:00,0,0
1124,28/11/2018 , 03:44:00,0,0
1125,28/11/2018 , 03:45:00,0,0
1126,28/11/2018 , 03:46:00,0,0
1127,28/11/2018 , 03:47:00,0,0
1128,28/11/2018 , 03:48:00,0,0
1129,28/11/2018 , 03:49:00,0,0
1130,28/11/2018 , 03:50:00,0,0
1131,28/11/2018 , 03:51:00,0,0
1132,28/11/2018 , 03:52:00,0,0
1133,28/11/2018 , 03:53:00,0,0
1134,28/11/2018 , 03:54:00,0,0
1135,28/11/2018 , 03:55:00,0,0
1136,28/11/2018 , 03:56:00,0,0
1137,28/11/2018 , 03:57:00,0,0
1138,28/11/2018 , 03:58:00,0,0
1139,28/11/2018 , 03:59:00,0,0
1140,28/11/2018 , 04:00:00,0,0
1141,28/11/2018 , 04:01:00,0,0
1142,28/11/2018 , 04:02:00,0,0
1143,28/11/2018 , 04:03:00,0,0
1144,28/11/2018 , 04:04:00,0,0
1145,28/11/2018 , 04:05:00,0,0
1146,28/11/2018 , 04:06:00,0,0
1147,28/11/2018 , 04:07:00,0,0
1148,28/11/2018 , 04:08:00,0,0
1149,28/11/2018 , 04:09:00,0,0
1150,28/11/2018 , 04:10:00,0,0
1151,28/11/2018 , 04:11:00,0,0
1152,28/11/2018 , 04:12:00,0,0
1153,28/11/2018 , 04:13:00,0,0
1154,28/11/2018 , 04:14:00,0,0
1155,28/11/2018 , 04:15:00,0,0
1156,28/11/2018 , 04:16:00,0,0
1157,28/11/2018 , 04:17:00,0,0
1158,28/11/2018 , 04:18:00,0,0
1159,28/11/2018 , 04:19:00,0,0
1160,28/11/2018 , 04:20:00,0,0
1161,28/11/2018 , 04:21:00,0,0
1162,28/11/2018 , 04:22:00,0,0
1163,28/11/2018 , 04:23:00,0,0
1164,28/11/2018 , 04:24:00,0,0
1165,28/11/2018 , 04:25:00,0,0
1166,28/11/2018 , 04:26:00,0,0
1167,28/11/2018 , 04:27:00,0,0
1168,28/11/2018 , 04:28:00,0,0
1169,28/11/2018 , 04:29:00,0,0
1170,28/11/2018 , 04:30:00,0,0
1171,28/11/2018 , 04:31:00,0,0
1172,28/11/2018 , 04:32:00,0,0
1173,28/11/2018 , 04:33:00,0,0
1174,28/11/2018 , 04:34:00,0,0
1175,28/11/2018 , 04:35:00,0,0
1176,28/11/2018 , 04:36:00,0,0
1177,28/11/2018 , 04:37:00,0,0
1178,28/11/2018 , 04:38:00,0,0
1179,28/11/2018 , 04:39:00,0,0
1180,28/11/2018 , 04:40:00,0,0
1181,28/11/2018 , 04:41:00,0,0
1182,28/11/2018 , 04:42:00,0,0
1183,28/11/2018 , 04:43:00,0,0
1184,28/11/2018 , 04:44:00,0,0
1185,28/11/2018 , 04:45:00,0,0
1186,28/11/2018 , 04:46:00,0,0
1187,28/11/2018 , 04:47:00,0,0
1188,28/11/2018 , 04:48:00,0,0
1189,28/11/2018 , 04:49:00,0,0
1190,28/11/2018 , 04:50:00,0,0
1191,28/11/2018 , 04:51:00,0,0
1192,28/11/2018 , 04:52:00,0,0
1193,28/11/2018 , 04:53:00,0,0
1194,28/11/2018 , 04:54:00,0,0
1195,28/11/2018 , 04:55:00,0,0
1196,28/11/2018 , 04:56:00,0,0
1197,28/11/2018 , 04:57:00,0,0
1198,28/11/2018 , 04:58:00,0,0
1199,28/11/2018 , 04:59:00,0,0
1200,28/11/2018 , 05:00:00,0,0
1201,28/11/2018 , 05:01:00,0,0
1202,28/11/2018 , 05:02:00,0,0
1203,28/11/2018 , 05:03:00,0,0
1204,28/11/2018 , 05:04:00,0,0
1205,28/11/2018 , 05:05:00,0,0
1206,28/11/2018 , 05:06:00,0,0
1207,28/11/2018 , 05:07:00,0,0
1208,28/11/2018 , 05:08:00,0,0
1209,28/11/2018 , 05:09:00,0,0
1210,28/11/2018 , 05:10:00,0,0
1211,28/11/2018 , 05:11:00,0,0
1212,28/11/2018 , 05:12:00,0,0
1213,28/11/2018 , 05:13:00,0,0
1214,28/11/2018 , 05:14:00,0,0
1215,28/11/2018 , 05:15:00,0,0
1216,28/11/2018 , 05:16:00,0,0
1217,28/11/2018 , 05:17:00,0,0
1218,28/11/2018 , 05:18:00,0,0
1219,28/11/2018 , 05:19:00,0,0
1220,28/11/2018 , 05:20:00,0,0
1221,28/11/2018 , 05:21:00,0,0
1222,28/11/2018 , 05:22:00,0,0
1223,28/11/2018 , 05:23:00,0,0
1224,28/11/2018 , 05:24:00,0,0
1225,28/11/2018 , 05:25:00,0,0
1226,28/11/2018 , 05:26:00,0,0
1227,28/11/2018 , 05:27:00,0,0
1228,28/11/2018 , 05:28:00,0,0
1229,28/11/2018 , 05:29:00,0,0
1230,28/11/2018 , 05:30:00,0,0
1231,28/11/2018 , 05:31:00,0,0
1232,28/11/2018 , 05:32:00,0,0
1233,28/11/2018 , 05:33:00,0,0
1234,28/11/2018 , 05:34:00,0,0
1235,28/11/2018 , 05:35:00,0,0
1236,28/11/2018 , 05:36:00,0,0
1237,28/11/2018 , 05:37:00,0,0
1238,28/11/2018 , 05:38:00,0,0
1239,28/11/2018 , 05:39:00,0,0
1240,28/11/2018 , 05:40:00,0,0
1241,28/11/2018 , 05:41:00,0,0
1242,28/11/2018 , 05:42:00,0,0
1243,28/11/2018 , 05:43:00,0,0
1244,28/11/2018 , 05:44:00,0,0
1245,28/11/2018 , 05:45:00,0,0
1246,28/11/2018 , 05:46:00,0,0
1247,28/11/2018 , 05:47:00,0,0
1248,28/11/2018 , 05:48:00,0,0
1249,28/11/2018 , 05:49:00,0,0
1250,28/11/2018 , 05:50:00,0,0
1251,28/11/2018 , 05:51:00,0,0
1252,28/11/2018 , 05:52:00,0,0
1253,28/11/2018 , 05:53:00,0,0
1254,28/11/2018 , 05:54:00,0,0
1255,28/11/2018 , 05:55:00,0,0
1256,28/11/2018 , 05:56:00,0,0
1257,28/11/2018 , 05:57:00,0,0
1258,28/11/2018 , 05:58:00,0,0
1259,28/11/2018 , 05:59:00,0,0
1260,28/11/2018 , 06:00:00,0,0
1261,28/11/2018 , 06:01:00,0,0
1262,28/11/2018 , 06:02:00,0,0
1263,28/11/2018 , 06:03:00,0,0
1264,28/11/2018 , 06:04:00,0,0
1265,28/11/2018 , 06:05:00,0,0
1266,28/11/2018 , 06:06:00,0,0
1267,28/11/2018 , 06:07:00,0,0
1268,28/11/2018 , 06:08:00,0,0
1269,28/11/2018 , 06:09:00,0,0
1270,28/11/2018 , 06:10:00,0,0
1271,28/11/2018 , 06:11:00,0,0
1272,28/11/2018 , 06:12:00,0,0
1273,28/11/2018 , 06:13:00,0,0
1274,28/11/2018 , 06:14:00,0,0
1275,28/11/2018 , 06:15:00,0,0
1276,28/11/2018 , 06:16:00,0,0
1277,28/11/2018 , 06:17:00,0,0
1278,28/11/2018 , 06:18:00,0,0
1279,28/11/2018 , 06:19:00,0,0
1280,28/11/2018 , 06:20:00,0,0
1281,28/11/2018 , 06:21:00,0,0
1282,28/11/2018 , 06:22:00,0,0
1283,28/11/2018 , 06:23:00,0,0
1284,28/11/2018 , 06:24:00,0,0
1285,28/11/2018 , 06:25:00,0,0
1286,28/11/2018 , 06:26:00,0,0
1287,28/11/2018 , 06:27:00,0,0
1288,28/11/2018 , 06:28:00,0,0
