cluster index	CF_componentindex	CF_NrNodes	CF_kingdom	CF_kingdom_score	CF_superclass	CF_superclass_score	CF_class	CF_class_score	CF_subclass	CF_subclass_score	CF_Dparent	CF_Dparent_score	CF_MFramework	CF_MFramework_score
5201	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
5226	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
5370	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
6750	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
7072	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
7414	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
7444	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
7447	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
9510	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
9930	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
10544	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
11049	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
12025	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
12030	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
13350	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
14769	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
21312	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
21324	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
22730	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
22731	250	48	Organic compounds	0.25	Benzenoids	0.16666666666666666	Benzene and substituted derivatives	0.16666666666666666	Cumenes	0.10416666666666667	Cumenes	0.10416666666666667	Aromatic homomonocyclic compounds	0.14583333333333334
2	4508	4	Organic compounds	0.25	Benzenoids	0.25	Benzene and substituted derivatives	0.25	Phenylpropanes	0.25	Phenylpropanes	0.25	Aromatic homomonocyclic compounds	0.25
145	4508	4	Organic compounds	0.25	Benzenoids	0.25	Benzene and substituted derivatives	0.25	Phenylpropanes	0.25	Phenylpropanes	0.25	Aromatic homomonocyclic compounds	0.25
835	4508	4	Organic compounds	0.25	Benzenoids	0.25	Benzene and substituted derivatives	0.25	Phenylpropanes	0.25	Phenylpropanes	0.25	Aromatic homomonocyclic compounds	0.25
1081	4508	4	Organic compounds	0.25	Benzenoids	0.25	Benzene and substituted derivatives	0.25	Phenylpropanes	0.25	Phenylpropanes	0.25	Aromatic homomonocyclic compounds	0.25
3	3101	2	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
4	3101	2	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
5	S1	1	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0	no matches	0.0
6	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
11	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
165	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
171	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
173	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
174	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
182	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
183	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
184	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
185	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
186	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
187	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
188	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
189	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
190	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
191	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
192	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
194	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
195	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
196	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
206	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
207	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
208	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
209	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
210	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
211	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
212	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
213	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
215	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
222	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
493	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
494	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
499	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
535	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
538	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
542	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
839	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
841	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
846	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
855	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
857	32	41	Organic compounds	0.04878048780487805	Lipids and lipid-like molecules	0.04878048780487805	Prenol lipids	0.04878048780487805	Monoterpenoids	0.04878048780487805	Menthane monoterpenoids	0.04878048780487805	Aliphatic homomonocyclic compounds	0.04878048780487805
7	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
170	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
344	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
345	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
362	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
366	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
370	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
652	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
653	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
654	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
723	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
728	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
1062	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
1089	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
3415	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
4901	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
4902	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
4937	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
4969	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
7096	1039	29	Organic compounds	0.13793103448275862	Benzenoids	0.10344827586206896	Benzene and substituted derivatives	0.10344827586206896	Benzoic acids and derivatives	0.10344827586206896	Benzoic acid esters	0.10344827586206896	Aromatic homomonocyclic compounds	0.10344827586206896
