,SMILES
113,COC(=O)c1ccc2[nH]c(C)c(CN3CCc4ccccc4C3)c(=O)c2c1
114,CCCCCCCCCCCCCC(=O)OCC(CO)O
115,O=C(O)CCCCCCCC(O)C=CC(O)C(O)CCCCC
116,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O.Cl
117,CCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
118,C1C(C(C(C(O1)(CO)O)O)O)O
119,CCN(CCO)C1=CC(C)=CC=C1
120,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3
121,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1
122,C[C@@H]1CC(=O)C=C2CC[C@H](C[C@@]12C)C(C)=C
123,CCn1cc(C=CC(=O)c2ccc(O)cc2)c(C)n1
124,c1(C(N(CC)CC)=O)cc(C)ccc1
125,C(C(=O)NCCN(C(C)C)C(C)C)N1C(CCC1)=O
126,CCCCCCCCCCCCNC
127,Cc1cc(=O)oc2c(C)c(O)ccc12
128,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
129,c1(c2cscn2)[nH]c2ccccc2n1
130,CC(C)(C)C1=NC(=CC=C1)C(C)(C)C
131,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
132,CCC(CC)c1nc2ccccc2c(=Nc2cccc(C(C)=O)c2)[nH]1
133,CCOP(=O)(OCC)OCC
134,CC(=O)OCC(/CC[C@@H]1\C(=C/C(=O)[C@@H]2C(C)(C)CCC[C@@]12C)C)=C/C(O)=O
135,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O.C(=CC(=O)O)C(=O)O
136,CC(=O)CCCCCCCCCCCCC[C@H]1[C@H](C(C)C(=O)O1)C(=O)O
137,CC(=O)OC1CC2(C)C(C(C)=O)CCC2C2CCC3=CC(=O)CCC3(C)C12
138,OCC1OC(C(O)C(O)C1O)C2=C(O)C(C3OC(CO)C(O)C(O)C3O)=C4OC(=CC(=O)C4=C2O)C5=CC=C(O)C=C5
139,CCCCNCC(O)c1ccc(O)cc1
140,ClCCOP(=O)(OCCCl)OCCCl
141,CC\C=C/CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
142,C\C=C\C=C\C=C\C(=O)N(C)C(C(C)C)C(=O)NC(C)C(=O)N1CCCC1C(N)=O
143,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
144,CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)\C=C\C2(O)\C(=C/C(=O)CC2(C)CO)C
145,CC(C)(C)C1=NN=C(N(C1=O)N)SC
146,CC(C)CC(C)(C#CC(C)(CC(C)C)O)O
147,COc1ccc2c3c([nH]c2c1)C(C)=NCC3
148,O=C(O)CCCCCCCC=CCC(O)C(O)CCCCC
149,CCCCCCCCCCCC(=O)N(CCO)CCO
150,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC.Cl
151,CC=C(C)C(=O)OC1CC2(C)OC2C(OC(C)=O)C2(C)CCC(O)(C(C)C)C12
152,CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=NO)C4(C)CCC32)C1
153,CC(C)(CO)C(O)C(O)=NCCCO
154,OC1CCC2CN3CCC4=C(NC5=CC=CC=C45)C3CC2C1C(O)=O
155,CC=C1C[N+]2(C)CCC34C(=Nc5ccccc53)C(=CO)C1CC42
156,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl
157,C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12
158,O=C(O)c1cc(=O)c2ccccc2[nH]1
159,OC1=CC(O)=C(CC(C(CC2C)=O)=C2O3)C3=C1
160,COC(=O)[C@@H]1C2CCC(C[C@@H]1O)N2C
161,CCCCCC/C=C/CCCCCCCC(=O)O
162,C(CC(C(=O)O)N)CNC(=O)N
163,CC1=CC[C@H](CC1=O)C(=C)C
164,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC
165,CC(CCCCCC1OC(=O)C=C1)C(C)=O
166,CCCCCCCCCCCCCCN
167,O=C1C2=CC(=CC=C2OC(C3=CC=C4OCCOC4=C3)C1)C
168,N(CCCC)(CCCC)CCCC
169,CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C
170,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2
171,CCC1CN2CCC3=C(NC4=C3C(OC)=CC=C4)C2CC1C(=COC)C(=O)OC
172,C1CC(CCC1CN)C(=O)O
173,CCNCC(C1=CC(=CC=C1)O)O
174,CCCCCCCC/C=C\CCCCCCCCCC(=O)O
175,Nc(c(ccc1)C(C)C)c1C(C)C
176,COc(c1)cc(cc1)C(=O)N(CC)CC
177,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
178,CC1(CC(CC(N1)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(NC(C2)(C)C)(C)C)C
179,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO)O
180,CC1(CC(CC2(C1=CC(=O)O2)C)O)C
181,CCN1C2=C(C=CC=C2)C2=C1C=CC(N)=C2
182,O=C1NC2=C(S1)C=CC=C2
183,CCCc1cc(cc(c1)O)O
184,CC1(C)OC2(C)CCC1C(C2)OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O
185,CCn1c(SCc2ccc(C)cc2)nc2c(O)ncnc21
186,CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
187,CCCCCCCCCCCCCCCCCCN
188,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O
189,CC(C(c1cc(ccc1OC)OC)O)N
190,C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O
191,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C
192,O=C(O)CCCCC1SCC2N=C(O)NC21
193,Cc1nccc2c1[nH]c1cc(O)ccc12
194,C1CCC(CC1)NC1=NC2=CC=CC=C2S1
195,CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O
196,CCCCCC1=CC=CC(=O)O1
197,CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)C=Cc2ccc(C(C)C)cc2)cc1
198,O=C1NC=2C=CC=CC2C13C4OCC5C6N(C)CC(C=C)(C5C4)C63
199,O=C(O)CCCc1c[nH]c2ccccc12
200,COc1ccc(C=CC(C)=O)cc1
201,O=C(O)CCCCCCCC(=O)O
202,CCCCOCCOCCO
203,[H]c(c([H])2)c([H])c([H])c(c([H])2)C([H])(C(=O)OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])1)C([H])([H])C([H])([H])C([H])([H])C([H])([H])1
204,CC1CCC2(CO)C(CCC=C2C(O)=O)C1(C)CCC(CO)CCO
205,COc1cc(cc(c1)OC)OC
206,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
207,COc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(O)n2)cc1OC
208,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N
209,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)=O
210,CCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O
211,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
212,CCC(C)OC(=O)N1CCCCC1CCO
213,CCCCN(CCC(=O)OCC)C(C)=O
214,CCCCCCCCCCCCCCCCCC(=O)NCCO
215,CCOC(=O)C1=CC=CC=C1C(=O)OCC
216,NC1=C(C=CC=C1)C1=CC=CC=C1
217,COc1cc(C(=O)N2CCCc3cccc(OCCN=C(C)O)c32)cc(OC)c1OC
218,CCCCCC1=CC=C(N)C=C1
219,c1cccc2c1c(c[nH]2)C[C@@H](N)C(=O)O
220,CN1C(CCC1=O)C2=CN=CC=C2
221,CC(C)CC1OC(=O)C2=CCCCC21
222,CCCCCCCCCCC[C@@H]1N[C@@H](C)CCC1
223,O=C1C2=CC=CC=C2CC2=CC=CC=C12
224,N1C2=CC=CC=C2C=CC2=CC=CC=C12
225,C1CN(CCO1)C1=NC2=CC=CC=C2S1
226,CC1=CC(NC2=CC=CC=C2)=CC=C1
227,CC\C=C/CCO[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
228,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1
229,COC(=O)C1CC23CCCN4CCC5(C24)C2=CC=CC=C2NC15C3C
230,CCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O
231,CO[C@H]1[C@H](O)C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(O)=O
232,CCCCCCCCCCCCCCCC(=O)NCCO
233,CC1=CC23C(=O)C(C=C(CO)C(O)C2(O)C1O)C1C(CC3C)C1(C)C
234,CC1(C2(O)CCCCC2)NCCc2ccccc21
235,COc1cc(OC)cc(C(O)=Nc2ccc3nc(C)c(C)nc3c2)c1
236,CCCCCC(=O)/C=C/C=C\CCCCCCCC(=O)O
237,C(CC1=CC=CC=C1)CC1=CC=NC=C1
238,CC1=CCCC2(C(O2)C3C(CC1)C(=C)C(=O)O3)C
239,CC1(C)C2CCC1(C(=O)O)C(=O)C2
240,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
241,OC1=NCCc2c1[nH]c1ccccc21
242,CC1C=CCC2C3COC(O3)C(=O)C12
243,OCCOCCOCCOCCOCCO
244,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O
245,O=C(O)CCCCCCCCCO
246,n1c(C#CC)cc(nc1Nc2ccccc2)C
247,CC(/CCC1C(=C)C(CC2C(C)(C)C(O)CCC12C)OC3OCC(O)C(O)C3O)=C/CO
248,C1=CC(=CC=N1)C1=CC=NC=C1
249,[H]c(c([H])2)nc(c([H])c([H])2)N(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])c(c([H])1)c([H])c([H])c([H])c([H])1
250,ON(CC1=CC=CC=C1)CC1=CC=CC=C1
251,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O
252,C[C@H]1[C@@H]([C@@H](CC(=C)[C@@H]2CC([C@@H]2CC1=O)(C)C)O)O
253,CCN(CC)C(=O)c(c1)cccc1
254,C1=CC=C2C(=C1)C(=CN2)/C=C/C(=O)O
255,CCCCCC#CCC#CCCCCCCCC(=O)O
256,COC1CC(=O)C23C(/C=C(C)/CCCC1O)\C=C(C)/C(C)C2C(CC(C)C)NC3=O
257,COc1cc(O)c(C(C)=O)c(OC)c1
258,CCCCCCCCCCCC(=O)NCCCN(C)C
259,CC(=O)CCC/1=C(C)/C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)CC1(C)C
260,CC(C)(OC1OC(CO)C(O)C(O)C1O)C2CCC(O)(CO)C3CC(=O)C(C)(O)C3C2
261,CCCCC/C=C\CC1C(O1)CCCCCCCC(=O)O
262,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl
263,CCCCCCCCCCCCCCC(NCCCCC)=O
264,CCCCOC(=O)CCCCCCCCC(=O)OCCCC
265,C[C@@H]1CC(=O)[C@]/2([C@@H]1C[C@]3(CC[C@@H]([C@@H]3C/C=C2/C=O)C(=C)C)C)O
266,CCCCCCCCCCN(C)C
267,CC\C=C/CC1C(CCC1OC2OC(CO)C(O)C(O)C2O)CC(O)=O
268,CCCCCCCCCCCCCCCCC(NCCCCC)=O
269,C[C@H](CO)C(C([C@H]([C@H](C)[C@H]([C@@H](C1)OC(C)=O)[C@](C)(CC2)[C@@]1(C)[C@@H](CC[C@@H]1[C@H]3C)[C@]2(C2)[C@]12C=CC3=O)OC(C)=O)=O)=C
270,CCCCNC(=O)OC#CCI
271,CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O
272,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1
273,COC(=O)C1=CC=CC=C1C(=O)OC
274,COc1cc(C=O)ccc1O
275,Cc1ccccc1C(=O)OCC1CCCN2CCCCC12
276,O=C(N1C(C(O)=O)CCC1)C2CCC[N+]2(C)C
277,CCN(CC)C(=O)C1=CC(C)=CC=C1
278,C1CCC(CC1)NC1CCCCC1
279,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6OC(C)=O
280,CC(C)C(=O)C1(CCC(C)C(=O)C1)C(C)CC(O)=O
281,CC[C@H](C)\C=C(C)\C=C\C1=C\C\2=C\C(=O)[C@]3(C)OC(=O)[C@H]([C@@H]3C2=C/O1)C(C)=O
282,CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C5C(=O)O6)C(C(O)C23)C14
283,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O
284,C(CCCCCC(=O)O)CCCCCC(=O)O
285,O=C1CC(c2ccccc2)Oc2cc(O)ccc21
286,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1
287,O=C1CCCCCCCCCCCN1
288,COc1ccc(-c2cc(-c3ccc(C)cc3)c(C#N)c(O)n2)cc1
289,OC=1C=CC(=CC1C2=CC(=CC=C2O)CC=C)CC=C
290,CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2C(O)=O)CC(O)=O
291,CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O
292,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
293,OCCCCCCCCCCCC(O)=O
294,CCCCCCCCCCCC(=O)OCC(CO)O
295,CC(C)CC(=O)OC(CC([O-])=O)C[N+](C)(C)C
296,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO
297,CCCC[N+](CCCC)(CCCC)CCCC
298,C=C1C(=O)OC2CC3(C)C(O)CC(O)C(=C)C3CC12
299,CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)c2ccccc2OC)cc1
300,Oc(c([C@H](O5)[C@@H]([C@H]([C@@H]([C@H]5CO)O)O)O)1)c([C@H](O4)[C@@H]([C@@H](O)[C@@H](O)C4)O)c(c(C2=O)c1OC(c(c3)ccc(O)c3)=C2)O
301,CN1CC(CO)C=C2c3cccc4[nH]cc(c34)CC21
302,COc1cccc(C=O)c1OC
303,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
304,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O
305,CSC1=NN=C(C(=O)N1N)C(C)(C)C
306,CC1=CC(=O)C2=C(C)CC(O)C3C(C)C(=O)OC3C12
307,CC12CN3C4CC56CC(=C)C7C(O)C5C3C(CC(O)C1)(C24)C6C7O
308,CC(=O)CCCCC(=O)CCCCC(=O)O
309,CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O
310,CC1(C)CC2=C(O1)C(N)=CC=C2
311,CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
312,C/C/1=C\CC/C(=C/[C@@H]2[C@@H](CC1)C(=C)C(=O)O2)/C
313,CCCCCCCCCCCCCCN(C)C
314,OC=1C=CC(=C(O)C1)C2=NNC(=C2C3=CC=C4OCCCOC4=C3)C
315,OC1=C2C=CC=CC2=[N+]([O-])C(CCCCCCCC)=C1
316,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
317,CN(C)C(=S)SSC(=S)N(C)C
318,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C=O)\C)/C
319,CCCCCC/C=C\CCCCCCCC(=O)NCCO
320,CC(C)C1=CC=CC(C(C)C)=C1N1C(=O)C2=C(C=C(O)C=C2)C1=O
321,CC1=CC(=CC(C)=C1N)C1=CC(C)=C(N)C(C)=C1
322,CCCCCC1C(O1)C=CC(=O)CCCCCCCC(=O)O
323,COC1=CC(N)=C(OC)C=C1Cl
324,CC1(C)CCCC2(C)C1CCC1(C)OC(=O)CC12
325,CCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
326,CCCCCCCCC=CCCCCCCCC(=O)O
327,CCCCCCCC/C=C\CCCCCC(=O)OC
328,CCCCCCCCCCCCCCN(CCO)CCO
329,C1=CC=C2C(C=CC3=C2C=CC=N3)=C1
330,O=C(O)C1C2C3(OC(=O)C2(C)C(O)C=C3)C4CCC5(O)C(=C)CC14C5
331,COC(=O)C1CC23CCC[N+]4(C)CCC5(c6ccccc6NC15CC2)C34
332,O=C1CC2(CN1)CCCCC2
333,c1(Nc2ccccc2)ccccc1
334,CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C
335,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C
336,CC#CC1=CC(=NC(=N1)NC2=CC=CC=C2)C
337,COc1ccc(-c2nc(C)c(C(C)=O)n2O)cc1OC
338,CC1=CC2=C(C=C1)C(=O)OC2=O
339,CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)C=Cc2ccc(OC)cc2)cc1
340,CCCCC1CCCCC(=O)O1
341,CCCCCCCCCCCCCC(=O)OCC(O)CO
342,CC(CCC1(C)C(C)CCC2(C)C1CC(=O)C=C2COC(C)=O)CC(O)=O
343,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C
344,CC(CCC1)C(C)(CC2=C3C)C1CC2(O)OC3=O
345,CC(C)=CCC\\C(=C\\CC\\C(C)=C\\CC\\C(C)=C\\CO)C(O)=O
